id,nanswers
"18822516","2"
"18824458","1"
"18827317","3"
"18828998","0"
"18834852","1"
"18838132","3"
"18840453","3"
"18842403","4"
"18842418","5"
"18844645","1"
"18844884","1"
"18849186","2"
"18854196","3"
"18858251","1"
"18859005","3"
"18863236","2"
"18864459","1"
"18868370","1"
"18868401","1"
"18869174","2"
"18869306","4"
"18871279","0"
"18872255","1"
"18872917","1"
"18874814","2"
"18875495","1"
"18877775","1"
"18878586","1"
"18882198","2"
"18883263","1"
"18885420","1"
"18886621","0"
"18889442","3"
"18891000","1"
"18891635","0"
"18891899","2"
"18894593","1"
"18897860","1"
"18900262","1"
"18903847","1"
"18906129","2"
"18907093","1"
"18912568","1"
"18922651","3"
"18923146","0"
"18925625","1"
"18931306","1"
"18932035","2"
"18933253","1"
"18940513","2"
"18942368","3"
"18948794","2"
"18954018","2"
"18957921","1"
"18958145","1"
"18958448","2"
"18958795","1"
"18959673","2"
"18964705","1"
"18969634","2"
"18971570","1"
"18972816","1"
"18976682","3"
"18976975","0"
"18978653","1"
"18979974","3"
"18981478","2"
"18981671","3"
"18982516","1"
"18991342","1"
"18993816","1"
"18994109","1"
"18995530","4"
"18995687","2"
"18996632","2"
"18998052","3"
"18998364","1"
"18999598","1"
"18999792","2"
"19000268","2"
"19005318","2"
"19005702","1"
"19005709","4"
"19006096","6"
"19016894","1"
"19020072","1"
"19020409","1"
"19021249","1"
"19021338","5"
"19022086","3"
"19029530","1"
"19031879","1"
"19035156","4"
"19035881","1"
"19038150","2"
"19040035","4"
"19040757","3"
"19041063","2"
"19043397","2"
"19043809","2"
"19045346","2"
"19048137","1"
"19054810","3"
"19055507","1"
"19061537","1"
"19061658","2"
"19062670","3"
"19063239","1"
"19067815","1"
"19070203","2"
"19073343","1"
"19077118","4"
"19078504","1"
"19079073","2"
"19079953","1"
"19082184","1"
"19083582","2"
"19085355","1"
"19092267","1"
"19102149","1"
"19106302","1"
"19106910","0"
"19109686","1"
"19110914","1"
"19111335","1"
"19112747","1"
"19119751","4"
"19119925","1"
"19122204","0"
"19124756","3"
"19128468","1"
"19134180","4"
"19135335","1"
"19137841","0"
"19140943","3"
"19142951","2"
"19144336","2"
"19149603","0"
"19150122","1"
"19151104","2"
"19153413","3"
"19161828","3"
"19162016","3"
"19162347","3"
"19164052","2"
"19164620","2"
"19164693","1"
"19164930","1"
"19170381","1"
"19173356","2"
"19175731","1"
"19182076","2"
"19183269","1"
"19184645","1"
"19190169","5"
"19190753","1"
"19191439","0"
"19194650","1"
"19195448","1"
"19195658","2"
"19196728","1"
"19199643","2"
"19201193","1"
"19203358","1"
"19205610","1"
"19207620","3"
"19209129","2"
"19211893","1"
"19212392","0"
"19213462","0"
"19214710","2"
"19216840","1"
"19218122","1"
"19220672","6"
"19223643","5"
"19227136","3"
"19227285","2"
"19228990","1"
"19229918","1"
"19231117","1"
"19231557","2"
"19235285","2"
"19235622","1"
"19236401","1"
"19239488","0"
"19240041","1"
"19242821","1"
"19243829","1"
"19246866","3"
"19247140","2"
"19248350","1"
"19249832","1"
"19250397","0"
"19254654","1"
"19257693","1"
"19259639","1"
"19260421","2"
"19260793","5"
"19262438","1"
"19263915","3"
"19264987","2"
"19265222","1"
"19268693","2"
"19269750","1"
"19270294","1"
"19272074","1"
"19275662","1"
"19275689","1"
"19275761","2"
"19277401","1"
"19288789","2"
"19292473","1"
"19294894","1"
"19298695","2"
"19299783","1"
"19303310","1"
"19310195","1"
"19311104","1"
"19311657","1"
"19317827","2"
"19322745","1"
"19324420","3"
"19326760","2"
"19327651","4"
"19328538","1"
"19329229","3"
"19333674","1"
"19340949","5"
"19341043","2"
"19342311","1"
"19343035","2"
"19347348","1"
"19348202","1"
"19351086","1"
"19352972","2"
"19353578","1"
"19353748","1"
"19358211","4"
"19361166","1"
"19361836","1"
"19362649","3"
"19362835","3"
"19363000","2"
"19363720","1"
"19365940","1"
"19366398","1"
"19367498","0"
"19369726","1"
"19372219","1"
"19377586","2"
"19382719","1"
"19384677","1"
"19388508","0"
"19388587","0"
"19392729","2"
"19397131","2"
"19398512","1"
"19400025","1"
"19400707","1"
"19403908","1"
"19405195","1"
"19406701","1"
"19409578","1"
"19411722","1"
"19415618","3"
"19418305","2"
"19418610","1"
"19424410","0"
"19426072","3"
"19426862","3"
"19437475","3"
"19440535","1"
"19442152","4"
"19442458","1"
"19442666","1"
"19444918","1"
"19445785","2"
"19446858","2"
"19447578","1"
"19449061","5"
"19449607","2"
"19449968","1"
"19450716","1"
"19451356","4"
"19456771","1"
"19458213","1"
"19473535","1"
"19474239","1"
"19474419","1"
"19476819","1"
"19477458","3"
"19478615","2"
"19479709","0"
"19480462","1"
"19482996","1"
"19483136","2"
"19484292","1"
"19486947","1"
"19487407","2"
"19489296","2"
"19489849","1"
"19490776","1"
"19492168","1"
"19493937","1"
"19494409","1"
"19494862","0"
"19496098","1"
"19496971","0"
"19501902","2"
"19502695","1"
"19504803","3"
"19505555","3"
"19506718","1"
"19507782","2"
"19508568","1"
"19508871","1"
"19509929","1"
"19511863","3"
"19512376","1"
"19516208","2"
"19517564","2"
"19525051","1"
"19530475","2"
"19531589","0"
"19534502","3"
"19534916","1"
"19537491","1"
"19538561","2"
"19538678","1"
"19541020","1"
"19541604","1"
"19544644","1"
"19545297","2"
"19546049","1"
"19546283","2"
"19547079","1"
"19547722","1"
"19550558","2"
"19551628","1"
"19553258","1"
"19556470","4"
"19557840","2"
"19561304","1"
"19562293","0"
"19568906","2"
"19576497","2"
"19576735","1"
"19577223","1"
"19583749","1"
"19583786","1"
"19584860","0"
"19586769","1"
"19586810","2"
"19589089","2"
"19589379","3"
"19590675","4"
"19596872","1"
"19597294","2"
"19599424","1"
"19600490","2"
"19600793","4"
"19600962","2"
"19605318","2"
"19615179","1"
"19621369","2"
"19623746","0"
"19624815","2"
"19629060","1"
"19635854","0"
"19637578","1"
"19641773","2"
"19644851","1"
"19646644","0"
"19648443","1"
"19649669","1"
"19651646","2"
"19653569","3"
"19654675","0"
"19656888","1"
"19663561","1"
"19667829","1"
"19670510","1"
"19674669","1"
"19674768","1"
"19674910","1"
"19677248","2"
"19677400","1"
"19677563","6"
"19681212","1"
"19689124","2"
"19690075","1"
"19691259","3"
"19694111","1"
"19694818","2"
"19698851","1"
"19703857","1"
"19705441","1"
"19707787","1"
"19707899","1"
"19708693","2"
"19710167","1"
"19710794","1"
"19711529","2"
"19712778","2"
"19714913","1"
"19717884","1"
"19719462","2"
"19721083","2"
"19721087","1"
"19722115","1"
"19722180","8"
"19724486","1"
"19724856","0"
"19725162","1"
"19729478","2"
"19731930","0"
"19732894","3"
"19734916","2"
"19736688","1"
"19736718","1"
"19738286","1"
"19741075","3"
"19743124","11"
"19745444","0"
"19751761","1"
"19754150","2"
"19755259","3"
"19756435","1"
"19758036","0"
"19758692","2"
"19758903","1"
"19760477","3"
"19760858","1"
"19762418","1"
"19770848","1"
"19771029","1"
"19772401","2"
"19774655","1"
"19779494","2"
"19781734","1"
"19785638","0"
"19787346","1"
"19794691","1"
"19796505","1"
"19796635","6"
"19798184","1"
"19800523","2"
"19808620","1"
"19811571","0"
"19811612","3"
"19815510","1"
"19816803","1"
"19818550","3"
"19824353","0"
"19826228","3"
"19827603","2"
"19835992","1"
"19837066","1"
"19839194","1"
"19839400","1"
"19841424","1"
"19843612","2"
"19844607","2"
"19847042","2"
"19848002","3"
"19849211","1"
"19849715","2"
"19850600","1"
"19856984","1"
"19857502","1"
"19861618","1"
"19861707","1"
"19861729","1"
"19865850","3"
"19869160","1"
"19872668","1"
"19873218","0"
"19873628","0"
"19876970","1"
"19878319","1"
"19883224","0"
"19883236","1"
"19884614","3"
"19889373","1"
"19891355","1"
"19892697","1"
"19894098","1"
"19896421","1"
"19897910","2"
"19903564","4"
"19905671","3"
"19905732","4"
"19907869","2"
"19908389","1"
"19914249","6"
"19915799","0"
"19916050","2"
"19917671","2"
"19921251","0"
"19921453","1"
"19922074","1"
"19925786","4"
"19926977","1"
"19927733","6"
"19930807","1"
"19938048","1"
"19946323","3"
"19948185","1"
"19953574","1"
"19953755","1"
"19955793","1"
"19955922","4"
"19956345","1"
"19956436","1"
"19960788","1"
"19961946","2"
"19962553","1"
"19966695","1"
"19968139","2"
"19969602","1"
"19971686","0"
"19973646","1"
"19974055","4"
"19974844","1"
"19974893","0"
"19975193","2"
"19978472","0"
"19980887","1"
"19983137","0"
"19984033","0"
"19984189","2"
"19986017","2"
"19987518","1"
"19992792","1"
"19994820","2"
"20002961","2"
"20005910","1"
"20006080","2"
"20011042","2"
"20014118","4"
"20016426","1"
"20022589","1"
"20023829","0"
"20024846","1"
"20025015","0"
"20025223","1"
"20025637","3"
"20026004","2"
"20027547","2"
"20028839","1"
"20029028","1"
"20030268","2"
"20032621","1"
"20034357","1"
"20038356","2"
"20038543","3"
"20041092","1"
"20043095","1"
"20044309","1"
"20045235","1"
"20045744","3"
"20046464","1"
"20047418","1"
"20050232","2"
"20057034","3"
"20059030","1"
"20065553","2"
"20066018","1"
"20068338","1"
"20068593","1"
"20069886","1"
"20070845","1"
"20071210","2"
"20071741","1"
"20084485","2"
"20085709","1"
"20088756","2"
"20093107","2"
"20093889","0"
"20095443","1"
"20096202","1"
"20096780","1"
"20100276","0"
"20105655","1"
"20111805","0"
"20112725","6"
"20113610","1"
"20114413","1"
"20115407","1"
"20115961","1"
"20122129","2"
"20127240","1"
"20127682","4"
"20130394","1"
"20132551","1"
"20137834","3"
"20142075","3"
"20142362","1"
"20146977","1"
"20147499","1"
"20150557","0"
"20150735","1"
"20151812","0"
"20154515","3"
"20154834","2"
"20161875","2"
"20161966","1"
"20162058","3"
"20164696","2"
"20171115","1"
"20173102","1"
"20173991","2"
"20174465","0"
"20175126","1"
"20176167","1"
"20176337","3"
"20181714","2"
"20183167","0"
"20187346","2"
"20194546","0"
"20200611","1"
"20202117","1"
"20204265","7"
"20207985","4"
"20211996","4"
"20212565","1"
"20214654","3"
"20216359","0"
"20217006","1"
"20218770","1"
"20218952","1"
"20220266","0"
"20220656","1"
"20221282","1"
"20222806","1"
"20223004","1"
"20224646","1"
"20229673","0"
"20233538","1"
"20240681","0"
"20249490","1"
"20257524","1"
"20258392","1"
"20258600","2"
"20261977","1"
"20264825","0"
"20264842","2"
"20266516","1"
"20266522","1"
"20275968","1"
"20276589","0"
"20285640","2"
"20286222","4"
"20288128","3"
"20289597","1"
"20289641","3"
"20290809","2"
"20291200","1"
"20293235","2"
"20295516","1"
"20299030","2"
"20301902","1"
"20303254","2"
"20305123","2"
"20307083","2"
"20309939","2"
"20310531","2"
"20312303","1"
"20316444","0"
"20316870","4"
"20318213","0"
"20320096","3"
"20320311","4"
"20320416","2"
"20323092","0"
"20328387","3"
"20331689","3"
"20332479","1"
"20334182","1"
"20334435","1"
"20334925","1"
"20338679","2"
"20340679","1"
"20344285","1"
"20351273","1"
"20353614","0"
"20354753","2"
"20354766","3"
"20359312","1"
"20362034","2"
"20362799","4"
"20362873","1"
"20363211","2"
"20363616","1"
"20363897","1"
"20363919","2"
"20365090","3"
"20365116","1"
"20365424","1"
"20366041","1"
"20366549","3"
"20366871","2"
"20368038","1"
"20370711","1"
"20371439","2"
"20375912","1"
"20379521","1"
"20380789","0"
"20380811","1"
"20382284","1"
"20383200","2"
"20384543","2"
"20384724","1"
"20396544","2"
"20396566","2"
"20401767","1"
"20401795","1"
"20406186","2"
"20406766","0"
"20407793","0"
"20409806","2"
"20412235","1"
"20414734","1"
"20417281","1"
"20418391","1"
"20421016","3"
"20421641","1"
"20422825","1"
"20422831","2"
"20428760","1"
"20429908","1"
"20430024","3"
"20430281","1"
"20431054","2"
"20432061","2"
"20434238","1"
"20439145","1"
"20441699","2"
"20443783","3"
"20447535","1"
"20457306","1"
"20457798","2"
"20458017","1"
"20458994","1"
"20459467","1"
"20462411","1"
"20471058","1"
"20473065","2"
"20476990","4"
"20477794","1"
"20480701","2"
"20482004","1"
"20488308","1"
"20490953","1"
"20496339","2"
"20497099","2"
"20497439","2"
"20499677","1"
"20499810","2"
"20502346","1"
"20504430","2"
"20504617","2"
"20504661","1"
"20505428","2"
"20507050","1"
"20507749","2"
"20508241","0"
"20509832","1"
"20515571","1"
"20516479","3"
"20519861","1"
"20520502","3"
"20522602","2"
"20523963","2"
"20524800","1"
"20525901","2"
"20527561","3"
"20527776","1"
"20528421","3"
"20530622","4"
"20532737","2"
"20533285","2"
"20536462","1"
"20539433","1"
"20539638","0"
"20541691","3"
"20542989","2"
"20543273","1"
"20545215","1"
"20545463","2"
"20551746","4"
"20551902","2"
"20552329","1"
"20554257","1"
"20554389","1"
"20555307","3"
"20561380","0"
"20562287","3"
"20567056","2"
"20568022","1"
"20570480","2"
"20572313","1"
"20573369","0"
"20575122","2"
"20576079","3"
"20579617","1"
"20584237","2"
"20587601","1"
"20589476","1"
"20590794","2"
"20596434","2"
"20597566","1"
"20603489","2"
"20605025","1"
"20605555","2"
"20605833","1"
"20609265","1"
"20610330","1"
"20611294","1"
"20615307","2"
"20616065","2"
"20622023","1"
"20622130","1"
"20624834","3"
"20629401","1"
"20634886","0"
"20635859","1"
"20638134","3"
"20639844","2"
"20643789","3"
"20644570","1"
"20647687","1"
"20649494","2"
"20650579","0"
"20653772","2"
"20654848","8"
"20656412","1"
"20665092","1"
"20667004","1"
"20667971","1"
"20669454","1"
"20670963","3"
"20677085","1"
"20678079","1"
"20685885","2"
"20689790","1"
"20690162","0"
"20690528","1"
"20690871","1"
"20694858","1"
"20695429","2"
"20699680","2"
"20700088","3"
"20710725","1"
"20711561","1"
"20713044","2"
"20716854","1"
"20717032","5"
"20719060","1"
"20720319","1"
"20720976","0"
"20720991","2"
"20723369","1"
"20723941","2"
"20730992","0"
"20731144","2"
"20732078","1"
"20734022","2"
"20737339","1"
"20740532","1"
"20744272","1"
"20744735","1"
"20746030","0"
"20748443","3"
"20749248","1"
"20751784","1"
"20751832","0"
"20753484","2"
"20758479","2"
"20758597","2"
"20760183","3"
"20760249","1"
"20760775","1"
"20761919","2"
"20764031","6"
"20770516","2"
"20771959","1"
"20773442","3"
"20774741","2"
"20775792","1"
"20782351","5"
"20784075","2"
"20787110","1"
"20787878","2"
"20792406","3"
"20794117","1"
"20796042","2"
"20797912","1"
"20800116","1"
"20801499","1"
"20802615","4"
"20805236","2"
"20806046","2"
"20806648","2"
"20807647","1"
"20809645","1"
"20812089","0"
"20812698","1"
"20813037","4"
"20813492","2"
"20815538","0"
"20816126","1"
"20817705","3"
"20818445","1"
"20818662","2"
"20820651","2"
"20820747","1"
"20821571","1"
"20826806","1"
"20830285","1"
"20831040","3"
"20838605","2"
"20841766","2"
"20843150","1"
"20845131","2"
"20846129","1"
"20848312","3"
"20853157","1"
"20853818","0"
"20854890","0"
"20855212","2"
"20856762","1"
"20862143","1"
"20862336","1"
"20863286","1"
"20863943","1"
"20870627","0"
"20872532","0"
"20873377","4"
"20874571","2"
"20875703","3"
"20876046","1"
"20876785","2"
"20877645","3"
"20878821","2"
"20882322","1"
"20883532","3"
"20886061","2"
"20887528","1"
"20893790","4"
"20894103","1"
"20895115","1"
"20896605","0"
"20896647","2"
"20897065","4"
"20897427","1"
"20901144","3"
"20903073","2"
"20904385","1"
"20904550","4"
"20906865","1"
"20909638","1"
"20911052","3"
"20912418","2"
"20913936","3"
"20918689","1"
"20919529","4"
"20921538","0"
"20922304","2"
"20922740","3"
"20923659","1"
"20924383","1"
"20924560","1"
"20924978","1"
"20925946","1"
"20927433","1"
"20934801","1"
"20935850","1"
"20936196","1"
"20938530","2"
"20939131","1"
"20940196","1"
"20941991","1"
"20942378","1"
"20942568","1"
"20947204","0"
"20948443","1"
"20949437","2"
"20950149","2"
"20951688","2"
"20953553","3"
"20953824","6"
"20954443","1"
"20955465","1"
"20955573","2"
"20957002","1"
"20958443","0"
"20958651","1"
"20961522","2"
"20961524","1"
"20961824","1"
"20967995","7"
"20968566","3"
"20970290","1"
"20970419","3"
"20973256","2"
"20973711","1"
"20974169","0"
"20974497","1"
"20974715","1"
"20975316","2"
"20977447","2"
"20978325","1"
"20978646","1"
"20981359","2"
"20981844","3"
"20982427","1"
"20982947","2"
"20993230","1"
"20994178","0"
"20995487","1"
"20997827","1"
"21003046","1"
"21006470","1"
"21013473","0"
"21016649","2"
"21017424","1"
"21018355","1"
"21018812","1"
"21019348","1"
"21020294","2"
"21022463","1"
"21027644","1"
"21028741","1"
"21029651","1"
"21029957","1"
"21030398","1"
"21031156","2"
"21031661","3"
"21031804","1"
"21034548","1"
"21035364","1"
"21036562","1"
"21036821","2"
"21036943","1"
"21042162","1"
"21043028","1"
"21044915","1"
"21046625","1"
"21048448","2"
"21049220","1"
"21049638","1"
"21053935","2"
"21058665","1"
"21062154","1"
"21062863","2"
"21064316","2"
"21068287","1"
"21068318","3"
"21068788","2"
"21069658","2"
"21070107","4"
"21071744","1"
"21073254","1"
"21078826","1"
"21081713","3"
"21083391","1"
"21086863","5"
"21088880","1"
"21093003","2"
"21096034","1"
"21096261","3"
"21096729","1"
"21101078","1"
"21106149","2"
"21110724","0"
"21111112","1"
"21116076","0"
"21124016","3"
"21126853","1"
"21127483","1"
"21127575","2"
"21127896","1"
"21130484","1"
"21132135","1"
"21132685","1"
"21135671","2"
"21136527","2"
"21137885","1"
"21139384","2"
"21139935","1"
"21141970","3"
"21142143","2"
"21144120","2"
"21144795","2"
"21145142","1"
"21151238","3"
"21152023","0"
"21152411","1"
"21153281","1"
"21157042","3"
"21157855","1"
"21165983","2"
"21166633","1"
"21168058","1"
"21180507","1"
"21186281","1"
"21187852","1"
"21187946","5"
"21189236","1"
"21191021","1"
"21191499","3"
"21192523","0"
"21195530","1"
"21197542","0"
"21200435","1"
"21206923","1"
"21206976","1"
"21207530","1"
"21207638","1"
"21213448","1"
"21213626","1"
"21215407","1"
"21217936","2"
"21219267","4"
"21219599","1"
"21223159","1"
"21228452","3"
"21229466","0"
"21231149","3"
"21234355","1"
"21234465","4"
"21237363","1"
"21238199","2"
"21238702","0"
"21239339","1"
"21240369","1"
"21250160","3"
"21252107","1"
"21252205","2"
"21259478","1"
"21264639","2"
"21266217","1"
"21266541","0"
"21268069","1"
"21269564","1"
"21270252","2"
"21272367","2"
"21272876","1"
"21274578","1"
"21274609","1"
"21274725","1"
"21274788","0"
"21280812","2"
"21281900","2"
"21285690","2"
"21286484","1"
"21286623","2"
"21289046","1"
"21289293","5"
"21289992","2"
"21294881","2"
"21302312","1"
"21304038","3"
"21306514","2"
"21308167","1"
"21308473","2"
"21312339","0"
"21312641","1"
"21313169","3"
"21313915","2"
"21315061","2"
"21316738","1"
"21317077","1"
"21319590","1"
"21320242","1"
"21321505","1"
"21323785","3"
"21326458","2"
"21331687","3"
"21331795","1"
"21335461","2"
"21336445","1"
"21340310","2"
"21340408","2"
"21346675","2"
"21347971","1"
"21349993","2"
"21350684","2"
"21352365","1"
"21354359","1"
"21360989","1"
"21361089","2"
"21364380","1"
"21364596","1"
"21364826","1"
"21367871","1"
"21367907","1"
"21370167","1"
"21370592","2"
"21372813","0"
"21377200","1"
"21382614","0"
"21388977","1"
"21390643","1"
"21390844","1"
"21392215","4"
"21397431","2"
"21401276","1"
"21401483","1"
"21403352","0"
"21404162","1"
"21413253","3"
"21414479","2"
"21415861","2"
"21416558","2"
"21417450","1"
"21419058","2"
"21422000","1"
"21427335","0"
"21430873","1"
"21431977","4"
"21436548","2"
"21440312","1"
"21440563","1"
"21444218","3"
"21445356","1"
"21448901","1"
"21449286","1"
"21453439","1"
"21455115","1"
"21455346","1"
"21456071","0"
"21458811","1"
"21464605","0"
"21467350","3"
"21474847","1"
"21475229","1"
"21479655","2"
"21480780","1"
"21480868","1"
"21481693","1"
"21482143","1"
"21483272","1"
"21483635","1"
"21483933","0"
"21485194","0"
"21487014","2"
"21492255","1"
"21494762","2"
"21494948","1"
"21495502","5"
"21499249","1"
"21500781","1"
"21501365","1"
"21505373","2"
"21505529","1"
"21505845","1"
"21508210","1"
"21508754","2"
"21511076","0"
"21516925","1"
"21517377","1"
"21517595","1"
"21517625","2"
"21518621","2"
"21521359","1"
"21521497","3"
"21522437","2"
"21524378","1"
"21526132","4"
"21530338","1"
"21532166","2"
"21534723","0"
"21535890","0"
"21539712","1"
"21540051","0"
"21540143","2"
"21541079","2"
"21544394","2"
"21551391","1"
"21552564","1"
"21553659","2"
"21555249","1"
"21556286","0"
"21557674","3"
"21559079","0"
"21562172","1"
"21564354","2"
"21567551","4"
"21570460","3"
"21570972","0"
"21572344","3"
"21578795","1"
"21583002","1"
"21587269","1"
"21588687","2"
"21595900","3"
"21596282","2"
"21597275","2"
"21597600","2"
"21598771","1"
"21600114","1"
"21605418","1"
"21605815","2"
"21607087","1"
"21610694","3"
"21613951","1"
"21614076","1"
"21614213","1"
"21616694","1"
"21618229","3"
"21618373","2"
"21620597","2"
"21626335","1"
"21628764","1"
"21629926","3"
"21633162","1"
"21634338","1"
"21635826","0"
"21636566","1"
"21637515","1"
"21641000","3"
"21644903","5"
"21646688","3"
"21651444","1"
"21653564","3"
"21654603","0"
"21658033","2"
"21658547","2"
"21658687","0"
"21659415","2"
"21659967","1"
"21664387","3"
"21664967","1"
"21668013","4"
"21668178","1"
"21668507","0"
"21672121","1"
"21673459","2"
"21680462","1"
"21682361","0"
"21683468","1"
"21692255","0"
"21694073","3"
"21701148","3"
"21701210","1"
"21706356","1"
"21708403","1"
"21708894","1"
"21712656","2"
"21713330","1"
"21713646","1"
"21714672","0"
"21724053","1"
"21724100","2"
"21724748","2"
"21725461","1"
"21727606","0"
"21734273","3"
"21735518","1"
"21736593","2"
"21740171","1"
"21741402","4"
"21743085","0"
"21744902","1"
"21745361","1"
"21745435","0"
"21746531","2"
"21747518","1"
"21748777","3"
"21749695","1"
"21752143","3"
"21754645","1"
"21757689","2"
"21759879","1"
"21762991","1"
"21765951","1"
"21773997","1"
"21775645","6"
"21782062","1"
"21786268","1"
"21787035","4"
"21788923","1"
"21789755","1"
"21791231","1"
"21795013","1"
"21795193","3"
"21795399","2"
"21797254","2"
"21799262","1"
"21799393","3"
"21802364","2"
"21802653","1"
"21810113","1"
"21812713","1"
"21816356","1"
"21823120","1"
"21823942","2"
"21825029","2"
"21828878","1"
"21838950","1"
"21840612","2"
"21840787","0"
"21850412","2"
"21855259","1"
"21857793","1"
"21858047","3"
"21859168","4"
"21861955","1"
"21863409","1"
"21870455","2"
"21878729","1"
"21879824","2"
"21881802","3"
"21883000","1"
"21888090","1"
"21888365","1"
"21890393","1"
"21896549","1"
"21896758","1"
"21899661","4"
"21901714","1"
"21906850","1"
"21907513","0"
"21907777","2"
"21908120","2"
"21909799","1"
"21910529","3"
"21911530","3"
"21911991","2"
"21912390","3"
"21913413","1"
"21913588","1"
"21919218","1"
"21921729","2"
"21923548","2"
"21935693","2"
"21937426","1"
"21940131","2"
"21941636","1"
"21942174","1"
"21942613","1"
"21943420","2"
"21944778","1"
"21949970","1"
"21953904","1"
"21954470","1"
"21954541","1"
"21958224","4"
"21960053","3"
"21968913","1"
"21972967","3"
"21973087","1"
"21975855","1"
"21976897","1"
"21978788","2"
"21983048","1"
"21983478","1"
"21983708","1"
"21985115","1"
"21987589","11"
"21989790","0"
"21989966","0"
"21995978","1"
"21996192","2"
"22000720","2"
"22002327","5"
"22004787","1"
"22005751","2"
"22006599","1"
"22007615","1"
"22008207","1"
"22015306","3"
"22015434","1"
"22021021","1"
"22023916","1"
"22025880","2"
"22026456","1"
"22027042","1"
"22027236","1"
"22028212","2"
"22028982","1"
"22030282","2"
"22034269","2"
"22044684","1"
"22047785","1"
"22051454","3"
"22053392","2"
"22057554","1"
"22060474","1"
"22063768","1"
"22064972","1"
"22065776","1"
"22066431","1"
"22066669","0"
"22070148","1"
"22071427","1"
"22071599","2"
"22073468","5"
"22075441","0"
"22076119","2"
"22088632","2"
"22090416","1"
"22090654","1"
"22093018","2"
"22093051","1"
"22094406","1"
"22095696","1"
"22098377","1"
"22098477","1"
"22099012","0"
"22101284","6"
"22102382","1"
"22107478","2"
"22109799","1"
"22110761","1"
"22111146","1"
"22115493","4"
"22118677","4"
"22119025","2"
"22121360","2"
"22125797","1"
"22126098","1"
"22126629","2"
"22127344","2"
"22127347","1"
"22128768","1"
"22129488","1"
"22132268","1"
"22132467","1"
"22132631","1"
"22134472","1"
"22135408","0"
"22138890","3"
"22139305","2"
"22141159","1"
"22141251","1"
"22141452","2"
"22142736","3"
"22145517","1"
"22147136","1"
"22151727","2"
"22153339","1"
"22153492","1"
"22153923","2"
"22154057","0"
"22155011","2"
"22155584","1"
"22156286","3"
"22156290","1"
"22156779","2"
"22157324","1"
"22158580","9"
"22160780","1"
"22168927","1"
"22171264","1"
"22171662","0"
"22172203","3"
"22172521","1"
"22172837","4"
"22173033","0"
"22173927","2"
"22174762","2"
"22175815","2"
"22176001","2"
"22176185","4"
"22176924","1"
"22182354","1"
"22185763","1"
"22189487","1"
"22192152","2"
"22198318","2"
"22198729","2"
"22201404","0"
"22202771","1"
"22204837","0"
"22212505","1"
"22213995","1"
"22214353","0"
"22215358","1"
"22218721","1"
"22220344","3"
"22221214","1"
"22226366","3"
"22235107","3"
"22238517","3"
"22238686","1"
"22240375","1"
"22243558","1"
"22244662","5"
"22249359","1"
"22251600","1"
"22253512","3"
"22253847","2"
"22258204","0"
"22262362","1"
"22262800","1"
"22267875","2"
"22271311","1"
"22271355","2"
"22272693","2"
"22276976","1"
"22282698","1"
"22284672","1"
"22287627","1"
"22287795","1"
"22291825","0"
"22294284","1"
"22295254","1"
"22299087","1"
"22300537","0"
"22301919","2"
"22306431","1"
"22306864","1"
"22310910","2"
"22311213","2"
"22313370","1"
"22313892","1"
"22316324","1"
"22319047","4"
"22319289","0"
"22319553","2"
"22330252","1"
"22330707","1"
"22333969","1"
"22335468","1"
"22335798","1"
"22336402","0"
"22336838","2"
"22338742","1"
"22342353","1"
"22344586","2"
"22344772","0"
"22346108","1"
"22347045","2"
"22347378","1"
"22348444","1"
"22351600","2"
"22352015","1"
"22356099","4"
"22357250","1"
"22362693","2"
"22367133","1"
"22372399","0"
"22374185","3"
"22385448","1"
"22386372","5"
"22386508","3"
"22386596","1"
"22386675","1"
"22386872","0"
"22388332","0"
"22390534","2"
"22390547","1"
"22391434","1"
"22391843","1"
"22393143","3"
"22393693","1"
"22393786","3"
"22395970","3"
"22403616","0"
"22404691","0"
"22406307","1"
"22407195","0"
"22407517","2"
"22407834","1"
"22408839","1"
"22409115","1"
"22409223","2"
"22409695","0"
"22415614","0"
"22417115","2"
"22417933","1"
"22419032","1"
"22420409","3"
"22423681","1"
"22425951","1"
"22427479","3"
"22428117","2"
"22432513","2"
"22434738","1"
"22436437","1"
"22437822","1"
"22443035","1"
"22443960","1"
"22444800","1"
"22448613","2"
"22449083","1"
"22449596","1"
"22450568","1"
"22451367","2"
"22451394","4"
"22452744","2"
"22453234","0"
"22458579","1"
"22459571","1"
"22460782","2"
"22463829","1"
"22465068","1"
"22468270","2"
"22468816","1"
"22469118","1"
"22470591","1"
"22472080","0"
"22472639","2"
"22474097","0"
"22475207","1"
"22475256","2"
"22476141","1"
"22480680","1"
"22483397","3"
"22484156","4"
"22485891","2"
"22489426","2"
"22489830","1"
"22492976","3"
"22493071","5"
"22497973","1"
"22500355","3"
"22507590","2"
"22507876","2"
"22512108","3"
"22516927","2"
"22517529","0"
"22524165","2"
"22531123","1"
"22536482","3"
"22537370","1"
"22537415","0"
"22538037","1"
"22538543","1"
"22540505","3"
"22543903","1"
"22544482","0"
"22547745","0"
"22549995","0"
"22553750","0"
"22560998","1"
"22561392","1"
"22561788","2"
"22566191","6"
"22567517","3"
"22569694","1"
"22573111","1"
"22574199","1"
"22575890","3"
"22578159","2"
"22580611","1"
