id,favorite
"20915126",""
"20918435",""
"20920803",""
"20923378",""
"20925108","2"
"20934344","1"
"20945409","1"
"20956516",""
"20961329",""
"20961481","4"
"20963889",""
"20965457",""
"20965462",""
"20971198",""
"20974626","2"
"20974960",""
"20976375","2"
"20979024",""
"20980946","1"
"20981387","1"
"20988142",""
"20988214",""
"20988318",""
"20989448",""
"20989670",""
"20990188",""
"20992340",""
"20995368","2"
"20998124","0"
"20998284",""
"20998314",""
"21000682",""
"21001950","3"
"21006155","3"
"21007318",""
"21008480","2"
"21015122",""
"21015255","3"
"21018682",""
"21021032",""
"21021216","1"
"21026681",""
"21026793","1"
"21029527","1"
"21030062","3"
"21030258",""
"21030762",""
"21038249","2"
"21039602","3"
"21039711","2"
"21040142",""
"21040751",""
"21041874",""
"21043191",""
"21044011",""
"21047414","12"
"21048800","0"
"21049827","1"
"21052695","1"
"21056311","3"
"21057174","1"
"21058453","1"
"21062309",""
"21064329",""
"21064835",""
"21066333","3"
"21066902","7"
"21067130","2"
"21067624",""
"21068239",""
"21086103","3"
"21089003",""
"21090892",""
"21094795","1"
"21096315",""
"21096854",""
"21097528","8"
"21098449",""
"21098903",""
"21099710",""
"21109187",""
"21109414",""
"21113759",""
"21115178","1"
"21117890",""
"21123610","2"
"21123852",""
"21129202","5"
"21133337",""
"21134776","1"
"21135264",""
"21138115",""
"21138811","2"
"21140263","3"
"21145533",""
"21146947","1"
"21148804","0"
"21149561",""
"21154895",""
"21156929","3"
"21157450","10"
"21157637","1"
"21158844",""
"21158872",""
"21159295",""
"21160295",""
"21160486","3"
"21160927","2"
"21161780",""
"21162832",""
"21163424","4"
"21164899","1"
"21167307",""
"21168041","1"
"21168276","1"
"21171862",""
"21172567","1"
"21172847","0"
"21175387",""
"21178906",""
"21179959",""
"21182521",""
"21183043","14"
"21183762","1"
"21190174",""
"21190369",""
"21193428","2"
"21193453","2"
"21193483",""
"21194536",""
"21201697",""
"21203497",""
"21204245",""
"21207037","2"
"21210529","3"
"21214095",""
"21216433",""
"21217561","1"
"21217741","1"
"21218217","2"
"21220531","1"
"21221491",""
"21224333",""
"21226440",""
"21232312","3"
"21235967","2"
"21237181","3"
"21239336","1"
"21239660",""
"21241897",""
"21244211",""
"21246315",""
"21250330","2"
"21253040",""
"21254006","1"
"21256034",""
"21256851",""
"21258705","3"
"21259811","3"
"21266122",""
"21279211","2"
"21279430",""
"21283696",""
"21285861",""
"21286329","1"
"21289574",""
"21291973","2"
"21293337",""
"21293897",""
"21302618",""
"21305313",""
"21305349",""
"21305820","1"
"21306074",""
"21308369",""
"21311596","3"
"21312003",""
"21315160",""
"21318166",""
"21318403",""
"21320295",""
"21320335",""
"21321089",""
"21323708",""
"21329256",""
"21335182",""
"21336145","1"
"21338715",""
"21338883",""
"21339213","1"
"21341729","1"
"21342788",""
"21347992","1"
"21352727","0"
"21353665","3"
"21355326",""
"21355558",""
"21356990",""
"21357323","1"
"21360326","4"
"21360967",""
"21362014",""
"21364446",""
"21365741","0"
"21373500",""
"21374303","4"
"21374584",""
"21375381","1"
"21377510","5"
"21378042",""
"21385136",""
"21387935",""
"21389844","1"
"21400391",""
"21401911",""
"21404055","2"
"21410695","3"
"21412119","1"
"21412314","2"
"21416272",""
"21418251",""
"21418275",""
"21418857","1"
"21420624",""
"21421016",""
"21425351",""
"21426124",""
"21429058",""
"21432738","1"
"21433161",""
"21438561",""
"21439887",""
"21440583",""
"21441024",""
"21445507",""
"21448546",""
"21448781",""
"21455539","2"
"21455596","1"
"21457936","1"
"21461049","0"
"21463075",""
"21464520",""
"21464813",""
"21465637","2"
"21466176",""
"21467984",""
"21468220",""
"21471097","1"
"21471929",""
"21473970",""
"21474128",""
"21474726","3"
"21477908",""
"21484837",""
"21487164","1"
"21488724",""
"21488938","1"
"21489029","2"
"21492785",""
"21496645","1"
"21498322",""
"21499810","1"
"21504297",""
"21509301",""
"21509812",""
"21510005","3"
"21512298","1"
"21517792","1"
"21519635",""
"21522831",""
"21523534","2"
"21526767",""
"21527743","2"
"21528615",""
"21529597",""
"21531336",""
"21531386",""
"21539197",""
"21550833",""
"21554075","2"
"21557578",""
"21557813",""
"21558400",""
"21564363",""
"21565369","8"
"21567031","2"
"21569003",""
"21574566","3"
"21574668","1"
"21576482","1"
"21578790",""
"21579129",""
"21579553",""
"21581347","4"
"21582007","1"
"21583395","1"
"21585368","1"
"21586070","1"
"21586653",""
"21586660","8"
"21587543",""
"21589523",""
"21591383","1"
"21592717",""
"21594387",""
"21594859",""
"21599451","1"
"21603626",""
"21604938",""
"21606428","4"
"21610186",""
"21611203",""
"21612385","1"
"21613422",""
"21623718",""
"21624299","2"
"21626252",""
"21626688",""
"21629132","8"
"21629153",""
"21630458",""
"21633274","3"
"21633555","33"
"21633948",""
"21637708","1"
"21645869",""
"21646181","3"
"21647337",""
"21655351",""
"21658952","2"
"21659206",""
"21660736","1"
"21661515","1"
"21667216","1"
"21669092",""
"21677067",""
"21678114",""
"21678655",""
"21680965","1"
"21681007","1"
"21684419","1"
"21685389","1"
"21687646","3"
"21689892",""
"21691373","2"
"21692768",""
"21695520","10"
"21696592","19"
"21696815","7"
"21696915","1"
"21698578","1"
"21699522","1"
"21699848",""
"21700108",""
"21700645","1"
"21707531","2"
"21707894","6"
"21709711",""
"21710037",""
"21710067","3"
"21712344",""
"21717098",""
"21719178","3"
"21720397",""
"21722365",""
"21722372",""
"21722974",""
"21723381",""
"21723759",""
"21724688","1"
"21724910","1"
"21726798","1"
"21727573","3"
"21728577",""
"21728619",""
"21729520",""
"21732018","2"
"21734225",""
"21734900",""
"21735951",""
"21737173",""
"21747431",""
"21752156",""
"21752443",""
"21752835",""
"21755614",""
"21758227",""
"21759534",""
"21761007",""
"21761570","1"
"21761757",""
"21761966",""
"21762591",""
"21764428",""
"21764696",""
"21767533",""
"21769190",""
"21775408","3"
"21780053",""
"21780709",""
"21783553","2"
"21786821","5"
"21791604",""
"21794117","1"
"21795688","3"
"21796070",""
"21797480","1"
"21800165",""
"21801813",""
"21807329",""
"21808172","1"
"21812981",""
"21814580",""
"21815311",""
"21818575","0"
"21827021",""
"21829108",""
"21829279",""
"21829531",""
"21834515",""
"21836618","3"
"21838900",""
"21839592",""
"21841991",""
"21849187","3"
"21849703",""
"21851565",""
"21852889","3"
"21853591",""
"21857933",""
"21858114",""
"21859371",""
"21859579","2"
"21860853","1"
"21862362",""
"21862973",""
"21863578","1"
"21864732","1"
"21869416",""
"21875066",""
"21876156",""
"21876239",""
"21876631",""
"21883530",""
"21886778","1"
"21886800","1"
"21888201","3"
"21890224",""
"21890769","3"
"21891967","2"
"21894600","1"
"21895993",""
"21897622","2"
"21906267","1"
"21907848","0"
"21911689","1"
"21911884","1"
"21912651",""
"21913045","2"
"21913072",""
"21913803","2"
"21915936",""
"21917034","2"
"21919156","20"
"21935426",""
"21938994",""
"21943338",""
"21945036",""
"21947616",""
"21956954","8"
"21957871","2"
"21958601",""
"21958654","0"
"21959230",""
"21960630","2"
"21961220",""
"21961448",""
"21965102","3"
"21967433",""
"21969861",""
"21971985",""
"21973156",""
"21973531",""
"21976848",""
"21979791",""
"21981428","3"
"21982510",""
"21983001","3"
"21986824","2"
"21986956",""
"21992201","2"
"21996162",""
"22003742",""
"22005083",""
"22006620",""
"22007151",""
"22007527",""
"22010619",""
"22011647",""
"22011767",""
"22011866",""
"22012486",""
"22012916",""
"22014158",""
"22014507",""
"22014744",""
"22016669","1"
"22018858",""
"22028181",""
"22028280",""
"22029420","2"
"22032045","3"
"22035687",""
"22037968","1"
"22041981",""
"22044261",""
"22046180",""
"22046252","1"
"22047640",""
"22048511",""
"22049759",""
"22051626","2"
"22053579",""
"22057326","3"
"22058503",""
"22058782",""
"22062974",""
"22064297",""
"22065628",""
"22076657",""
"22078113","2"
"22081581","2"
"22083514",""
"22084982",""
"22085107","2"
"22085170",""
"22089510",""
"22091540",""
"22092585",""
"22100555",""
"22103622",""
"22105795",""
"22108903","3"
"22115016","1"
"22115129",""
"22117317","1"
"22119186",""
"22124038",""
"22124286","1"
"22130407","2"
"22131140",""
"22131435","0"
"22131939",""
"22138138","1"
"22138277","2"
"22149169","2"
"22151361",""
"22154240",""
"22154423","5"
"22154458",""
"22155865",""
"22162176",""
"22165053","1"
"22165966","0"
"22166022",""
"22167045",""
"22167784",""
"22168003","1"
"22169829","1"
"22170399",""
"22173869",""
"22174399",""
"22176236","1"
"22176693","1"
"22178868","2"
"22179202",""
"22179573","6"
"22180708",""
"22183309",""
"22183900",""
"22185728","2"
"22189077","1"
"22189366","0"
"22190719",""
"22191386","2"
"22191485",""
"22191685",""
"22193539",""
"22196091","1"
"22196386",""
"22200057",""
"22201932","1"
"22204520","1"
"22204986",""
"22214513","2"
"22214684",""
"22214966","1"
"22215751",""
"22218282",""
"22218528",""
"22220492",""
"22224291",""
"22225398",""
"22225414",""
"22226067",""
"22226867","1"
"22229688",""
"22230302","2"
"22231051","2"
"22235000",""
"22236199","3"
"22236200","0"
"22236327","3"
"22240313",""
"22241190",""
"22244856",""
"22244947",""
"22246138",""
"22247262",""
"22249029","2"
"22249624",""
"22250402","3"
"22250843",""
"22253862","1"
"22255390",""
"22255972",""
"22256596",""
"22258587","2"
"22260110",""
"22264741",""
"22264849",""
"22265927","2"
"22266218",""
"22269458","3"
"22270348",""
"22271366","1"
"22271645","1"
"22272184",""
"22273656",""
"22277132",""
"22280721","2"
"22282440",""
"22282528","2"
"22282712","2"
"22283889","1"
"22288967",""
"22289124","1"
"22297831",""
"22298728",""
"22302851",""
"22310704",""
"22312329",""
"22317820","3"
"22318729","4"
"22326843","3"
"22327320","2"
"22333550",""
"22333631",""
"22335738",""
"22337796",""
"22339382",""
"22343665",""
"22344554","3"
"22347048","3"
"22347196","3"
"22353445","3"
"22357583","3"
"22358127",""
"22359274",""
"22359550",""
"22360404",""
"22361365","5"
"22363711","1"
"22364415",""
"22364894",""
"22370819","8"
"22372553",""
"22378907",""
"22381728",""
"22381874",""
"22384706",""
"22385060",""
"22385205","3"
"22387446",""
"22388501","0"
"22391281",""
"22392293","1"
"22393528","2"
"22395403","4"
"22397249",""
"22397398","3"
"22398384","6"
"22399472",""
"22399859",""
"22399892","2"
"22401001",""
"22403089","2"
"22407266",""
"22410602","2"
"22411442","0"
"22413179",""
"22415382","0"
"22416200","1"
"22418300",""
"22422255",""
"22422974",""
"22423063","1"
"22423671",""
"22435581","5"
"22437752","1"
"22439027",""
"22447082",""
"22447603","2"
"22447798",""
"22448369","1"
"22448390",""
"22448394",""
"22448969",""
"22449715",""
"22453550","9"
"22456112",""
"22458536",""
"22460141","1"
"22460330",""
"22460781","7"
"22467084","3"
"22467841",""
"22470156","1"
"22473576",""
"22475372","1"
"22476379","1"
"22480262","0"
"22480718",""
"22480784",""
"22484145",""
"22485288","2"
"22485916",""
"22487792","1"
"22488310","0"
"22488402",""
"22489065","1"
"22490386",""
"22491650","1"
"22494763","1"
"22495116",""
"22495309",""
"22495648",""
"22496592",""
"22498758",""
"22500339",""
"22505312","1"
"22505753",""
"22506131","3"
"22506806",""
"22507204","1"
"22510031",""
"22512639","2"
"22512698",""
"22516089",""
"22517672",""
"22518092",""
"22518240",""
"22518608","9"
"22521121",""
"22523052",""
"22524157",""
"22527978","9"
"22528264",""
"22528662",""
"22530242","2"
"22530886","11"
"22531906",""
"22536960",""
"22542782","0"
"22547847","3"
"22548222",""
"22555110","3"
"22556713","0"
"22559349",""
"22560295",""
"22564532",""
"22566054",""
"22568175","0"
"22568780",""
"22568848",""
"22571135","0"
"22575056",""
"22577023",""
"22578595",""
"22582883",""
"22584615",""
"22585025","3"
"22585065","1"
"22590248","1"
"22591028","5"
"22592366",""
"22595063",""
"22596895","8"
"22602496","5"
"22605701","6"
"22606579","3"
"22606771","1"
"22608198","0"
"22610179",""
"22610886",""
"22611297","1"
"22611993","1"
"22612062","0"
"22612496","0"
"22614285","0"
"22614290","0"
"22615608","1"
"22616752",""
"22617633","1"
"22619602","2"
"22624931",""
"22627515","3"
"22628163","0"
"22628247","2"
"22629280","1"
"22632607",""
"22635568",""
"22638064",""
"22639258",""
"22640679",""
"22641832",""
"22644385","1"
"22645382",""
"22652794",""
"22652903",""
"22655661",""
"22662241",""
"22665091","3"
"22666416",""
"22668936",""
"22670646","3"
"22671110","2"
"22672477",""
"22674937","1"
"22676620",""
"22677930","2"
"22679106",""
"22679689","4"
"22680023",""
"22680599",""
"22682432",""
"22685997",""
"22687135","3"
"22689105","0"
"22693874",""
"22694767","4"
"22695870",""
"22696126","2"
"22696759",""
"22698770","2"
"22700818","6"
"22702941",""
"22703706","2"
"22703799",""
"22707942",""
"22708811","1"
"22709980","1"
"22713137",""
"22722653",""
"22727804",""
"22729725","5"
"22729935",""
"22733157","2"
"22737872",""
"22737970","5"
"22738251",""
"22738397",""
"22740727","1"
"22742097","6"
"22744034","0"
"22744343",""
"22744666",""
"22747108",""
"22748230","3"
"22750241","1"
"22757681","3"
"22764556","3"
"22766109",""
"22766445","1"
"22767742","1"
"22769467","1"
"22770980","1"
"22772246",""
"22774602",""
"22778975",""
"22779561",""
"22779872",""
"22781288",""
"22781579",""
"22782484","2"
"22783294","4"
"22785501","1"
"22788976","0"
"22789430","1"
"22794276",""
"22794660","2"
"22798446",""
"22800415",""
"22801229",""
"22801373","4"
"22804058",""
"22816422","2"
"22817358",""
"22820861",""
"22821419","2"
"22821695","28"
"22823326",""
"22824144","1"
"22824821",""
"22829354","3"
"22830061","2"
"22831670",""
"22840322","6"
"22840681",""
"22846044",""
"22849046",""
"22862330",""
"22862341",""
"22863889","4"
"22870278",""
"22876607",""
"22878575","2"
"22881071",""
"22881112",""
"22881345",""
"22881483",""
"22885156","1"
"22889759",""
"22889848",""
"22890351",""
"22893220","3"
"22895553","0"
"22895941",""
"22900570","8"
"22901862",""
"22907841",""
"22908390","1"
"22910080",""
"22913634",""
"22914320","1"
"22919265","3"
"22920131","1"
"22920383","1"
"22921828",""
"22923586","2"
"22923814",""
"22927506",""
"22927540",""
"22932612",""
"22934787",""
"22935826",""
"22940042",""
"22944836",""
"22946678",""
"22951606","4"
"22953397",""
"22959459","3"
"22961140","3"
"22964789","1"
"22965635",""
"22967626","3"
"22981424",""
"22982164","3"
"22984934","0"
"22985204","0"
"22986474","1"
"22989003",""
"22989302","1"
"22993460",""
"22993491",""
"22995183",""
"22995541",""
"22996522",""
"22997318",""
"22998731","44"
"22999435",""
"23002936",""
"23003267",""
"23006139","2"
"23006393","2"
"23006531",""
"23006955","3"
"23012400",""
"23014426",""
"23017127","3"
"23018474","3"
"23021719",""
"23024107",""
"23027359","2"
"23029458",""
"23043639",""
"23044889","1"
"23045205",""
"23045483",""
"23047992",""
"23052079",""
"23052765",""
"23054136",""
"23055460",""
"23057704",""
"23066517",""
"23066544",""
"23070151",""
"23070838",""
"23071180",""
"23072235","6"
"23072619","1"
"23077137",""
"23083657",""
"23084029",""
"23087482","4"
"23087537","2"
"23094316",""
"23101412",""
"23103174","41"
"23104258","0"
"23104472","2"
"23113242","3"
"23113744","1"
"23114049","2"
"23114808","0"
"23116857","1"
"23120925",""
"23122581","1"
"23125279",""
"23130184","0"
"23130255","3"
"23130278",""
"23132125","1"
"23133665",""
"23134955",""
"23135289",""
"23137838","1"
"23139327","2"
"23140691","1"
"23142106",""
"23142856",""
"23143353",""
"23144236",""
"23144353","8"
"23146158",""
"23146238",""
"23148072","3"
"23148611",""
"23151824",""
"23152178","2"
"23158218",""
"23159180",""
"23162770",""
"23166041","0"
"23170836","3"
"23174734","3"
"23177996",""
"23179470",""
"23180634",""
"23180644","1"
"23183991","3"
"23186288","3"
"23189984",""
"23190797",""
"23194011",""
"23195562",""
"23195979",""
"23196045",""
"23197905",""
"23201507",""
"23202046","35"
"23202749","1"
"23204536",""
"23205931",""
"23206713",""
"23208400",""
"23208813","1"
"23214919","2"
"23216279",""
"23216341",""
"23216546",""
"23216679",""
"23220334",""
"23221785",""
"23224091","4"
"23227543",""
"23228030","4"
"23230269",""
"23231441",""
"23234586",""
"23237117",""
"23238337",""
"23239566",""
"23241453",""
"23242197","6"
"23246548","0"
"23246906",""
"23249141",""
"23249217","1"
"23254949",""
"23256949","4"
"23259599",""
"23259947",""
"23262978","1"
"23263180",""
"23263925",""
"23264029",""
"23265698","3"
"23271602","1"
"23272174",""
"23273507",""
"23275626",""
"23278288",""
"23278575",""
"23285389","1"
"23288238","0"
"23288319","2"
"23289225",""
"23290344",""
"23291224","2"
"23293180",""
"23294401","3"
"23294482","3"
"23294540","2"
"23298136",""
"23300845",""
"23301499",""
"23303223",""
"23305295",""
"23306157","1"
"23309422",""
"23310284","4"
"23310289",""
"23317236","2"
"23319887","1"
"23322418",""
"23322676",""
"23324451",""
"23328928",""
"23331014",""
"23336792","1"
"23336957",""
"23337948",""
"23339908",""
"23340433",""
"23341054","1"
"23343247","1"
"23343387",""
"23343913",""
"23344522","3"
"23348341",""
"23349064","1"
"23354821",""
"23356636","1"
"23357926",""
"23358367",""
"23358370",""
"23359330",""
"23359950",""
"23368568","0"
"23374705",""
"23379835",""
"23380661","0"
"23381101",""
"23383633","4"
"23384348","7"
"23386870",""
"23387143","4"
"23392886",""
"23396100",""
"23405759",""
"23408234","1"
"23412463","1"
"23414432",""
"23420568","2"
"23421740",""
"23425240",""
"23428890",""
"23429776",""
"23435395",""
"23440059","1"
"23440879","1"
"23441208","4"
"23444771",""
"23446495",""
"23446832","2"
"23448900","7"
"23453547",""
"23454540","2"
"23455070",""
"23455175","2"
"23455680","0"
"23456383","1"
"23456590",""
"23457364",""
"23465472","3"
"23467267",""
"23469710","0"
"23471599",""
"23471937",""
"23475960",""
"23480818","0"
"23482145","3"
"23486896","3"
"23488278","4"
"23491143","8"
"23493831",""
"23501809",""
"23502395",""
"23502964",""
"23504819","24"
"23506048","1"
"23510568",""
"23510740",""
"23512837","0"
"23516517",""
"23517461",""
"23518734",""
"23519346",""
"23519790",""
"23520561",""
"23521555",""
"23525241","5"
"23525610",""
"23527426","2"
"23527615",""
"23529521","1"
"23531935",""
"23532693","2"
"23536854",""
"23546003",""
"23547418","2"
"23551263",""
"23553413",""
"23555094",""
"23555880",""
"23557124",""
"23558886","1"
"23561104","31"
"23561352",""
"23561736","2"
"23562973",""
"23563828",""
"23572516","3"
"23580283",""
"23580780","2"
"23582694","0"
"23582894","1"
"23583587",""
"23587959",""
"23591083","16"
"23591513","3"
"23593763",""
"23596135",""
"23597984","3"
"23600345",""
"23603422",""
"23605775",""
"23607188","3"
"23608174",""
"23608326","0"
"23609969",""
"23611611","0"
"23613215",""
"23613310",""
"23617096","2"
"23628512",""
"23628518","3"
"23630160",""
"23633204",""
"23634163",""
"23635112",""
"23636368","7"
"23638985",""
"23640512",""
"23644230","2"
"23647341",""
"23653758",""
"23654395",""
"23655462","4"
"23655816","0"
"23656123",""
"23656758",""
"23659188",""
"23664639",""
"23665426",""
"23665587","2"
"23668008","1"
"23669885","1"
"23670452","4"
"23670990","4"
"23671791",""
"23673250","1"
"23677408",""
"23677746","2"
"23677949",""
"23678176",""
"23678539",""
"23680430","1"
"23681362",""
"23681560",""
"23683398","2"
"23683555",""
"23683940","3"
"23684514","1"
"23686894",""
"23688322","1"
"23689248",""
"23689964","3"
"23692747","3"
"23693796","17"
"23695761","0"
"23707272",""
"23711648",""
"23713672",""
"23714582",""
"23724020",""
"23726117","3"
"23726666",""
"23730090",""
"23735602","4"
"23736305","3"
"23738187",""
"23738454",""
"23738561",""
"23741629",""
"23741932",""
"23743932",""
"23748173","0"
"23748547",""
"23751281","0"
"23752066",""
"23752099",""
"23752292",""
"23754081","3"
"23755930",""
"23757971","1"
"23760899",""
"23761505",""
"23762575",""
"23762702",""
"23762762","2"
"23763219",""
"23764576","2"
"23764613",""
"23764617",""
"23767810","1"
"23768365","1"
"23769240","3"
"23770007",""
"23770579",""
"23770814","3"
"23771443",""
"23775155","9"
"23776131",""
"23778451","3"
"23778629",""
"23782641",""
"23783457","3"
"23784155",""
"23789195","3"
"23792680",""
"23793877",""
"23798324",""
"23799804",""
"23807375",""
"23809650",""
"23810101",""
"23813398",""
"23814191","1"
"23814270","1"
"23820489","2"
"23821041","1"
"23821597",""
"23825731","2"
"23825840",""
"23831200","7"
"23839132",""
"23841576",""
"23841732","1"
"23842969",""
"23843918",""
"23844694","5"
"23845225",""
"23849504",""
"23849944","0"
"23851936",""
"23856505",""
"23857638","3"
"23861877","3"
"23864440","6"
"23866171",""
"23867628","1"
"23869549",""
"23873324",""
"23876675",""
"23877580","2"
"23881574","1"
"23882447","1"
"23882558","1"
"23884593",""
"23884594",""
"23884990",""
"23886913",""
"23889304",""
"23890980","3"
"23892567",""
"23892785",""
"23894842",""
"23896912",""
"23902218",""
"23903842","2"
"23905017",""
"23906736","5"
"23911847","1"
"23917844",""
"23919468",""
"23919680","5"
"23920580",""
"23923017","7"
"23923316",""
"23923730",""
"23930288",""
"23931625",""
"23933582",""
"23938992","1"
"23953553",""
"23954732",""
"23957749",""
"23957942","1"
"23960570",""
"23963122","1"
"23966349",""
"23968174",""
"23969733",""
"23970054",""
"23970078",""
"23970479",""
"23973937","2"
"23976439","1"
"23978645","2"
"23980762","2"
"23981231","1"
"23984494","1"
"23988164",""
"23993092","3"
"23993568",""
"23993706",""
"23995244",""
"23996575","1"
"23999437",""
"24001478",""
"24005207",""
"24006036",""
"24006599","1"
"24009372",""
"24009411",""
"24010597","6"
"24020267","1"
"24022125","0"
"24025988",""
"24026570","1"
"24034683",""
"24038356",""
"24040188",""
"24040353",""
"24041409",""
"24042784","4"
"24043397","6"
"24043902","1"
"24047533","1"
"24049885",""
"24050371",""
"24052333",""
"24053179",""
"24055594",""
"24056173","2"
"24056311",""
"24057122",""
"24057594",""
"24058656",""
"24059509","4"
"24061836",""
"24065921",""
"24066008",""
"24066512",""
"24066679","4"
"24068989","2"
"24075901","1"
"24080881",""
"24082684","1"
"24084206","1"
"24096069","3"
"24096740",""
"24096956",""
"24099219",""
"24100395",""
"24101643","6"
"24103702",""
"24104813","2"
"24106622",""
"24106659",""
"24106739",""
"24113087",""
"24114569",""
"24115945",""
"24116454","3"
"24117653","0"
"24118012",""
"24122586","15"
"24124273",""
"24125380",""
"24128234","2"
"24128543",""
"24133968",""
"24135530",""
"24136598","1"
"24139802","3"
"24140501",""
"24140660","11"
"24144157",""
"24145253",""
"24147057",""
"24148861","2"
"24151726","1"
"24155248","0"
"24162723","2"
"24165284","2"
"24166133",""
"24168588",""
"24170051",""
"24174633","2"
"24174935","0"
"24176491",""
"24178127",""
"24180979",""
"24182992",""
"24189038",""
"24192526",""
"24195995",""
"24197201","7"
"24197722",""
"24198072","1"
"24198949",""
"24205905",""
"24213181",""
"24218525",""
"24218980",""
"24220475",""
"24223275","6"
"24224825",""
"24227043",""
"24231213","3"
"24232298",""
"24235600",""
"24237339",""
"24239332",""
"24241820","3"
"24247898",""
"24250105",""
"24253599",""
"24260938",""
"24261210",""
"24261326","1"
"24265396","2"
"24265866","1"
"24266303",""
"24267112",""
"24267376",""
"24268039",""
"24268686",""
"24268744",""
"24269228",""
"24274281",""
"24275691","1"
"24276145",""
"24276801",""
"24277238",""
"24278208","1"
"24279248",""
"24279722",""
"24281885","1"
"24287462","2"
"24289006","1"
"24289040",""
"24297585",""
"24302667","2"
"24302827","1"
"24303006",""
"24303903","1"
"24304752","23"
"24305443",""
"24305476",""
"24310881",""
"24311091",""
"24313248",""
"24313937",""
"24315643",""
"24317065","1"
"24317800",""
"24324168",""
"24325335","1"
"24325397",""
"24326511",""
"24330683","3"
"24333480",""
"24338108","17"
"24339448","2"
"24339608","4"
"24342423",""
"24343687",""
"24349339",""
"24351472","5"
"24352979",""
"24353728","1"
"24354445","2"
"24354542",""
"24354550",""
"24356744",""
"24367994",""
"24368901","2"
"24374294","3"
"24376016",""
"24376024",""
"24376381",""
"24378194",""
"24378561","3"
"24381396",""
"24383528",""
"24383892","0"
"24386463",""
"24389381",""
"24389689","3"
"24390288",""
"24393682",""
"24393725","1"
"24394779",""
"24394873",""
"24395270",""
"24396870","2"
"24401722",""
"24402237","3"
"24405364","1"
"24406419",""
"24408282",""
"24409169","2"
"24412084","0"
"24413628",""
"24414146",""
"24414258","4"
"24415760","1"
"24417440",""
"24418743",""
"24418952",""
"24422280",""
"24425935","2"
"24427238","4"
"24428009",""
"24429232",""
"24433078",""
"24433234",""
"24434506",""
"24438799",""
"24440252","3"
"24444832","1"
"24446229",""
"24447079",""
"24451744","2"
"24451777",""
"24451913",""
"24455109",""
"24455117",""
"24455484","3"
"24458144",""
"24459571",""
"24460333",""
"24464294","4"
"24465235",""
"24468415",""
"24469706","3"
"24472536",""
"24475818","3"
"24480502","3"
"24483668","7"
"24486751",""
"24494265",""
"24497494","1"
"24497511","5"
"24498599",""
"24499542",""
"24502672","4"
"24503518","1"
"24504430",""
"24505006",""
"24505035","1"
"24505283","2"
"24506246","4"
"24507163",""
"24508732",""
"24509182","1"
"24510094",""
"24511812",""
"24513430",""
"24513884",""
"24518570","1"
"24520833","4"
"24523246",""
"24523883",""
"24526122",""
"24526897",""
"24529868",""
"24532103","4"
"24532340",""
"24533103",""
"24533385",""
"24538085",""
"24541465",""
"24545599",""
"24546396","1"
"24546397","5"
"24546980",""
"24554255",""
"24555890","29"
"24557698","2"
"24560635",""
"24561304","1"
"24563677","2"
"24563694","10"
"24564976",""
"24566510",""
"24569286","3"
"24570108",""
"24570302","0"
"24571568",""
"24577091","1"
"24577982","1"
"24582567",""
"24585075",""
"24585103",""
"24591866",""
"24591911",""
"24593429","4"
"24596907",""
"24600721","3"
"24602865",""
"24602963",""
"24604900",""
"24605285",""
"24606609",""
"24610916","0"
"24611967",""
"24612149","0"
"24615936",""
"24616708","7"
"24617052","1"
"24618698","3"
"24620714",""
"24627619",""
"24628862",""
"24633380","7"
"24633725","0"
"24635751","1"
"24635801",""
"24637055",""
"24639964",""
"24640666",""
"24642829","2"
"24643482",""
"24646160",""
"24650450","4"
"24650995",""
"24654100","0"
"24654759","0"
"24654787",""
"24657169","1"
"24657275","0"
"24658090","1"
"24658285","3"
"24661486",""
"24670567","1"
"24673155",""
"24677711",""
"24682283",""
"24682384",""
"24683238","0"
"24683490",""
"24687387",""
"24687754",""
"24687931",""
"24691062",""
"24695195",""
"24696717","11"
"24698304",""
"24698941","4"
"24698989",""
"24701068","3"
"24702612",""
"24702900",""
"24703857","1"
"24704278",""
"24707818",""
"24708117",""
"24708948",""
"24710798",""
"24714224",""
"24715328",""
"24716717",""
"24717555",""
"24720013","4"
"24722191",""
"24722885",""
"24726156","1"
"24726218","3"
"24726532",""
"24727091",""
"24727807",""
"24728571",""
"24730009",""
"24731580","1"
"24732615",""
"24732637","1"
"24733158",""
"24736452",""
"24736978","2"
"24738011",""
"24738258",""
"24738657","2"
"24739521","1"
"24740838",""
"24742946",""
"24743085","1"
"24743990","0"
"24745013",""
"24746496","1"
"24747795",""
"24748962",""
"24751197",""
"24751682","2"
"24751929",""
"24752485","4"
"24756618",""
"24758938","3"
"24762501",""
"24762741",""
"24764989","1"
"24768101",""
"24775592","3"
"24776378","2"
"24779413",""
"24780708",""
"24781318","2"
"24784905",""
"24785198","1"
"24786984",""
"24792289",""
"24792679",""
"24795004",""
"24799695",""
"24803418",""
"24807123","2"
"24807264",""
"24807311",""
"24808789",""
"24809584",""
"24811588",""
"24811628",""
"24815795",""
"24817322",""
"24821387",""
"24822253",""
"24825177","1"
"24825786","1"
"24827963","9"
"24828042",""
"24831633",""
"24832946",""
"24833117",""
"24834545",""
"24837104",""
"24837233",""
"24846603",""
"24846661",""
"24846958",""
"24848823","2"
"24849116",""
"24850534",""
"24850971","2"
"24851618",""
"24858464",""
"24858980",""
"24859305","1"
