language,title,tags,link,label,summary
c#,stringenumconvert thread safe,issue,https://github.com/JamesNK/Newtonsoft.Json/issues/253,Conceptual,Discussing security considerations
c#,interfac inject control constructor implement itransientdepend,issue,https://github.com/aspnetboilerplate/aspnetboilerplate/issues/1948,"Discrepancy, Errors",Unexpected error
c#,error usernam blank creat credenti,issue,https://github.com/Terminals-Origin/Terminals/issues/100,Errors,Identified bug
c#,new azurermwebappsslbind use certificatefilepath ase upload certif howev inaccess site,issue,https://github.com/Azure/azure-powershell/issues/7577,"API Usage, Errors",Issue integrating a component
c#,quartz integr work bus encrypt,issue,https://github.com/MassTransit/MassTransit/issues/498,"API Usage, Errors",Issue integrating a component
c#,network password correct give encrypt certif adf use kentor,issue,https://github.com/Sustainsys/Saml2/issues/531,"Discrepancy, Errors",Unexpected error
c#,ca cert issuer store trust,issue,https://github.com/OPCFoundation/UA-.NETStandard/issues/257,Review,Updating to better practice
c#,dnn decod url,pr,https://github.com/dnnsoftware/Dnn.Platform/issues/630,Errors,Identified bug
c#,need protect separ tier api endpoint data access ident server oauth,issue,https://github.com/IdentityServer/IdentityServer3/issues/2115,API Usage,Usage question
c#,mvc unobtrus ajax work unsafeinlin,issue,https://github.com/Dotnet-Boxed/Templates/issues/113,API Usage,Usage question
c#,nicehash miner turn auto neoscrypt mine,issue,https://github.com/nicehash/NiceHashMiner-Archived/issues/809,Errors,Identified bug
c#,authent handler configur handl scheme linkedin,issue,https://github.com/aspnet/Security/issues/1015,Discrepancy,Unexpected behaviour
c#,servic princip authent fail azur autom,issue,https://github.com/Azure/azure-powershell/issues/655,"API Usage, Errors",Issue integrating a component
c#,creat reader base file signatur issu,pr,https://github.com/ExcelDataReader/ExcelDataReader/issues/85,Fix,Bug fix
c#,long poll transport fail establish connect sql scale paramet tablecount greater,issue,https://github.com/SignalR/SignalR/issues/3757,Discrepancy,Incorrect behaviour
c#,unabl obtain configur well known openid configur host iis,issue,https://github.com/openiddict/openiddict-core/issues/628,"Discrepancy, Errors",Doesn't understand error
c#,ensur thread safeti android weakrealmnotifi,pr,https://github.com/realm/realm-dotnet/issues/551,Fix,Bug fix
python,add python checker call encod decod non text codec,pr,https://github.com/PyCQA/pylint/issues/1172,Update,Adds functionality
python,salt cloud attributeerror list object attribut copi,issue,https://github.com/saltstack/salt/issues/38662,"Discrepancy, Errors",Usage error
python,auto gener bug report baseframeworkexcept paramet requir empti miss paramet usernam password usernam field password field check string,issue,https://github.com/andresriancho/w3af/issues/16975,Errors,Identified bug
python,appl read imessag encrypt appl key,issue,https://github.com/drduh/macOS-Security-and-Privacy-Guide/issues/88,Conceptual,Discussing security considerations
python,ansibl regress error problem run vault password file errno permiss deni,issue,https://github.com/ansible/ansible/issues/8483,Errors,Identified bug
python,becom requir password even sudoerfil nopasswd,issue,https://github.com/ansible/ansible/issues/51775,Errors,Identified bug
python,move ctfd util secur password ctfd util crypto close,pr,https://github.com/CTFd/CTFd/issues/898,Review,Refactor
python,deprec ubuntu ppa mechan favor repo saltstack com,issue,https://github.com/saltstack/salt/issues/28674,API Usage,Integrating a component
python,cannot visit productforum googl com right websit use hst network error attack usual temporari page probabl work later,issue,https://github.com/XX-net/XX-Net/issues/4145,Discrepancy,Unexpected behaviour
python,instal ext secur reproduc,issue,https://github.com/ipython/ipython/issues/5742,Review,Improving security
python,ssh known host take account ssh configur file,issue,https://github.com/saltstack/salt/issues/32711,Errors,Identified bug
python,decod file list setup py python,pr,https://github.com/saltstack/salt/issues/45824,Fix,Missing functionality
python,pass walletpassword paytomani use rpc interfac,issue,https://github.com/spesmilo/electrum/issues/5852,API Usage,Usage question
python,allow getpass prompt ask user password,issue,https://github.com/fabric/fabric/issues/105,Update,Adds functionality
python,enabl salt minion servic auto restart linux,pr,https://github.com/saltstack/salt/issues/55732,Fix,Missing functionality
python,hid backdoor inject script,issue,https://github.com/RoganDawes/P4wnP1/issues/143,API Usage,Usage question
python,add credenti import metasploit rest api,pr,https://github.com/byt3bl33d3r/CrackMapExec/issues/266,API Usage,Integrating a component
python,util script bulk import privat key,pr,https://github.com/spesmilo/electrum/issues/3106,Update,Adds functionality
python,window unabl extract login form form,issue,https://github.com/r0oth3x49/udemy-dl/issues/103,"Discrepancy, Errors",Usage error
python,salt auth act field miss,issue,https://github.com/saltstack/salt/issues/56200,Errors,Identified bug
python,ec cloud fix anoth avail zone mismatch,pr,https://github.com/saltstack/salt/issues/25355,Fix,Bug fix
python,ssl error ssl tlsv alert protocol version tlsv alert protocol version ssl c,issue,https://github.com/docker/compose/issues/6473,Errors,Identified bug
python,googl login error app login work,issue,https://github.com/PokemonGoF/PokemonGo-Bot/issues/4420,Errors,Identified bug
python,refactor output support allow direct record metric bypass cloudwatch,issue,https://github.com/cloud-custodian/cloud-custodian/issues/399,Review,Refactor
python,cryptmodul includ crypt h declar crypt need,pr,https://github.com/python/cpython/issues/5261,API Usage,Integrating a component
python,fix python ec salt cloud typeerror instal salt,pr,https://github.com/saltstack/salt/issues/48212,Fix,Bug fix
python,file manag state redownload alreadi present file correct sourc hash,issue,https://github.com/saltstack/salt/issues/44307,Discrepancy,Incorrect behaviour
python,sle login work audit shell,issue,https://github.com/ansible/ansible/issues/24115,Errors,Identified bug
python,crunchyrol user found email usernam,issue,https://github.com/chrippa/livestreamer/issues/1266,Discrepancy,Unexpected behaviour
python,win acl error ldap sign enabl use univent,issue,https://github.com/ansible/ansible/issues/25475,"API Usage, Errors",Issue integrating a component
python,fix issu audit event user pin chang,pr,https://github.com/pritunl/pritunl/issues/229,Fix,Bug fix
python,fix connect get overridden network cli transport nxapi eapi net modul,pr,https://github.com/ansible/ansible/issues/35590,Fix,Bug fix
python,auto gener bug report return codec utf decod input error true,issue,https://github.com/andresriancho/w3af/issues/14717,Errors,Identified bug
python,url passport web login,issue,https://github.com/testerSunshine/12306/issues/546,Errors,Identified bug
python,cannot watch stream proxi requir authent,issue,https://github.com/chrippa/livestreamer/issues/446,Discrepancy,Unexpected behaviour
python,auto gener bug report baseframeworkexcept paramet requir empti miss paramet usernam password usernam field password field check string,issue,https://github.com/andresriancho/w3af/issues/15511,Errors,Identified bug
python,integr test pass new old version openssl,issue,https://github.com/certbot/certbot/issues/6304,API Change,Backwards compatability
python,user download fpf sign key websit,issue,https://github.com/freedomofpress/securedrop/issues/771,Review,Updating to better practice
python,integr attribut javascript cdn,issue,https://github.com/Pylons/pyramid/issues/2548,Review,Updating to better practice
python,add crossorigin credenti attribut manifest tag,pr,https://github.com/Tautulli/Tautulli/issues/1364,Fix,Missing functionality
python,rutrack option session cooki,pr,https://github.com/rembo10/headphones/issues/2952,Fix,Missing functionality
python,ssh key steal,pr,https://github.com/guardicore/monkey/issues/138,Fix,Bug fix
python,json web token zip password protect file,issue,https://github.com/jpadilla/pyjwt/issues/502,API Usage,Usage question
python,pyinstal sdl code signatur invalid,issue,https://github.com/kivy/kivy/issues/5042,"Discrepancy, Errors",Usage confusion
python,metasploit modul,issue,https://github.com/P0cL4bs/WiFi-Pumpkin-deprecated/issues/351,Update,Adds functionality
python,webp imag display preview mitmweb,issue,https://github.com/mitmproxy/mitmproxy/issues/3571,Discrepancy,Incorrect behaviour
python,salt ssh support return,issue,https://github.com/saltstack/salt/issues/28039,Update,Feature request
python,ad meaning messag invalid public key,pr,https://github.com/spesmilo/electrum/issues/4429,Review,Improving functionality
python,bpo fix pars email mime header whitespac encod word gh,pr,https://github.com/python/cpython/issues/20505,Fix,Bug fix
python,suse packag salt minion miss depend,issue,https://github.com/saltstack/salt/issues/29714,API Usage,Issue integrating a component
python,merg openssh keypair add password protect key check,pr,https://github.com/ansible/ansible/issues/65407,API Change,Backwards compatability
python,salt ssh custom util,issue,https://github.com/saltstack/salt/issues/53666,"API Usage, Discrepancy",Issue integrating a component
python,add default password argument postgr user present state,pr,https://github.com/saltstack/salt/issues/26855,Update,Adds functionality
python,add function random serial number x certif,issue,https://github.com/pyca/cryptography/issues/3077,"Update, Review",Discussing possible improvement
python,chang password hash largebinari text,issue,https://github.com/Pylons/pyramid/issues/2623,Update,Adds functionality
python,nxo l interfac nnxo l interfac nxo linkagg fail transport cli nxapi,issue,https://github.com/ansible/ansible/issues/34654,Errors,Identified bug
python,show messag hash sign,pr,https://github.com/spesmilo/electrum/issues/3633,Update,Adds functionality
python,read csrf cooki everi api request sinc valu chang,pr,https://github.com/getsentry/sentry/issues/3015,Review,Improves functionality
python,allow encrypt watch wallet,pr,https://github.com/spesmilo/electrum/issues/3346,Update,Adds functionality
python,auto gener bug report baseframeworkexcept paramet requir empti miss paramet usernam password usernam field password field check string,issue,https://github.com/andresriancho/w3af/issues/16974,Errors,Identified bug
python,homekit cryptographi unsupport algorithm,issue,https://github.com/home-assistant/core/issues/34759,API Usage,Issue integrating a component
python,auto gener bug report sslversion choic ssl version client,issue,https://github.com/andresriancho/w3af/issues/14691,Errors,Identified bug
python,error pkgconfig file lead cryptic build failur,issue,https://github.com/mesonbuild/meson/issues/1122,Errors,Identified bug
python,featur includ document type secur,issue,https://github.com/tiangolo/fastapi/issues/1131,Update,Adds documentation
python,auto gener bug report unicodedecodeerror utf codec decod byte xf posit invalid continu byte,issue,https://github.com/andresriancho/w3af/issues/2384,Errors,Identified bug
python,corrupt rsa privat key load,pr,https://github.com/twisted/twisted/issues/1055,Errors,Identified bug
python,osx fail connect host via ssh,issue,https://github.com/ansible/ansible/issues/17743,Discrepancy,Unexpected behaviour
python,cooki output cooki run via python script,issue,https://github.com/ytdl-org/youtube-dl/issues/9661,Discrepancy,Incorrect behaviour
bash,configur autologin cooki,pr,https://github.com/sameersbn/docker-redmine/issues/204,Update,Adds functionality
bash,usernam password,issue,https://github.com/thelinuxchoice/saycheese/issues/16,Update,Adds functionality
bash,fix useradd run privileg,pr,https://github.com/awslabs/amazon-eks-ami/issues/439,Fix,Bug fix
bash,net analyz metasploit drop openva omp support properli,pr,https://github.com/gentoo/gentoo/issues/13488,"API Usage, Fix",Issue integrating a component
bash,add privaci level privaci level code,pr,https://github.com/pi-hole/pi-hole/issues/2543,Fix,Missing functionality
bash,delet role assign one applic break actual instanc,issue,https://github.com/dreamfactorysoftware/dreamfactory/issues/127,Discrepancy,Incorrect behaviour
bash,test app extens use attack main process via share contain,issue,https://github.com/OWASP/owasp-mstg/issues/1416,Conceptual,Discussing security considerations
bash,featur request entir hand mode requir amazon digitalocean usernam password command line argument,issue,https://github.com/StreisandEffect/streisand/issues/478,Update,Feature request
bash,question hack,issue,https://github.com/TheCrypt0/yi-hack-v4/issues/58,Conceptual,Discussing security considerations
bash,log user name fingerprint event,pr,https://github.com/dokku/dokku/issues/1500,Update,Adds functionality
bash,full game descript rvm scraper hash,pr,https://github.com/RetroPie/RetroPie-Setup/issues/2310,,
bash,mail filter rspamd remov unus patch,pr,https://github.com/gentoo/gentoo/issues/8614,Review,Cleaning code
bash,publish public key,issue,https://github.com/kward/shunit2/issues/76,API Usage,Usage question
bash,v bug ldap manag password hash,issue,https://github.com/reportportal/reportportal/issues/713,Errors,Identified bug
bash,add apt transport ubuntu,pr,https://github.com/saltstack/salt-bootstrap/issues/896,Fix,Missing functionality
bash,request creat un privileg user apart root,issue,https://github.com/BlackArch/blackarch/issues/1223,Update,Feature request
bash,encrypt client handshak rtt key,issue,https://github.com/quicwg/base-drafts/issues/262,Review,Updating to better practice
bash,encrypt file appear chang git,issue,https://github.com/elasticdog/transcrypt/issues/64,Discrepancy,Unexpected behaviour
bash,purpos ssh,issue,https://github.com/srvrco/getssl/issues/304,Conceptual,Wants to understand functionality
bash,extra anti spam option pleas,issue,https://github.com/tomav/docker-mailserver/issues/524,Update,Feature request
bash,allow use sign insid spawn protect,pr,https://github.com/PaperMC/Paper/issues/3143,Update,Feature request
bash,memori leak,issue,https://github.com/pavanjadhaw/betterlockscreen/issues/41,Errors,Identified bug
bash,ssh exe error load share librari,issue,https://github.com/msys2/MSYS2-packages/issues/1588,"API Usage, Errors",Issue integrating a component
bash,user password glassfish,issue,https://github.com/oracle/docker-images/issues/664,API Usage,Usage question
bash,arch linux setup ssl ca fail secur command found,issue,https://github.com/markshust/docker-magento/issues/233,Discrepancy,Usage confusion
bash,ubuntu openssl usr local openssl lib libcrypto version inform avail,issue,https://github.com/oneinstack/oneinstack/issues/110,"Discrepancy, Errors",Unexpected error
bash,ldap connect,issue,https://github.com/stilliard/docker-pure-ftpd/issues/44,Discrepancy,Unexpected behaviour
bash,support ecdsa certif,issue,https://github.com/acmesh-official/acme.sh/issues/63,"Update, API Usage",Feature request
bash,ubi add python saml packag mgr sso modul,pr,https://github.com/ceph/ceph-container/issues/1646,API Usage,Integrating a component
bash,cannot login need default admin,issue,https://github.com/reportportal/reportportal/issues/78,API Usage,Usage question
bash,ssh keygen command dockerfil fail creat imag,issue,https://github.com/CentOS/CentOS-Dockerfiles/issues/203,Discrepancy,Unexpected behaviour
bash,hide usernam root,issue,https://github.com/denysdovhan/spaceship-prompt/issues/81,API Usage,Usage question
bash,remov registri credenti instal script user data file,issue,https://github.com/paz-sh/paz/issues/27,Review,Cleaning code
bash,revert updat insert function hashlist decod,pr,https://github.com/kaldi-asr/kaldi/issues/3436,Errors,Identified bug
bash,openssl miss latest imag,issue,https://github.com/pypa/manylinux/issues/258,Discrepancy,Unexpected behaviour
bash,smtp password cannot contain equal sign without caus problem,issue,https://github.com/prey/prey-bash-client/issues/340,Errors,Identified bug
bash,expect hash publish somewher,issue,https://github.com/osresearch/heads/issues/152,API Usage,Usage question
bash,updat updat terminalapp cwd urlencod hostnam,pr,https://github.com/ohmyzsh/ohmyzsh/issues/6245,Fix,Missing functionality
bash,servic ipsec statu error ser connect cannot vpn connect internet,issue,https://github.com/hwdsl2/setup-ipsec-vpn/issues/751,Errors,Identified bug
bash,remov root password valid,pr,https://github.com/docker-library/mysql/issues/15,Update,Feature request
bash,wheezi octopi boot past gener ssl certif,issue,https://github.com/guysoft/OctoPi/issues/13,Discrepancy,Incorrect behaviour
bash,instal sh fail relay credenti json exist,issue,https://github.com/getsentry/onpremise/issues/476,Errors,Identified bug
bash,issu debian tls crypt empti,issue,https://github.com/angristan/openvpn-install/issues/523,"API Change, Errors",Version issue
bash,let encrypt extern bug zope compon found,issue,https://github.com/nextcloud/nextcloudpi/issues/230,"API Usage, Errors",External bug
bash,vs code unabl join host due authent error verifi host onlin sign sign retri,issue,https://github.com/MicrosoftDocs/live-share/issues/1149,Errors,Identified bug
bash,cloudflar dns mode,issue,https://github.com/acmesh-official/acme.sh/issues/108,API Usage,Usage question
bash,semicolon input wierd ssh,issue,https://github.com/fish-shell/fish-shell/issues/577,Discrepancy,Incorrect behaviour
bash,ts chang password answer ignor,pr,https://github.com/GameServerManagers/LinuxGSM/issues/762,Errors,Identified bug
bash,remov bleak edyo theme,pr,https://github.com/gohugoio/hugoThemes/issues/482,Review,Updating legacy code
bash,remov certif,issue,https://github.com/nginx-proxy/docker-letsencrypt-nginx-proxy-companion/issues/635,API Usage,Usage question
bash,per architectur opensslconf h take,pr,https://github.com/x2on/OpenSSL-for-iPhone/issues/142,Review,Updating to better practice
bash,deploy cryptsetup reencrypt head permit qubeso imag deploy organ,issue,https://github.com/osresearch/heads/issues/463,API Usage,Integrating a component
bash,netgear login,issue,https://github.com/firmadyne/firmadyne/issues/33,API Usage,Usage question
bash,updat openvpn mirror gpg key fingerprint,pr,https://github.com/StreisandEffect/streisand/issues/754,API Change,Update
bash,repl requir login,issue,https://github.com/aviaryan/awesome-no-login-web-apps/issues/160,API Usage,Usage question
bash,app crypt moolticut version bump,pr,https://github.com/gentoo/gentoo/issues/7563,Update,Adds functionality
bash,add cap audit control auditctl work,pr,https://github.com/docker/docker-bench-security/issues/35,Fix,Missing functionality
bash,configur script pipe seper sed ldap user filter,issue,https://github.com/sameersbn/docker-gitlab/issues/526,"API Change, Discrepancy",Update Issue
bash,dietpi drive manag preserv encryptf vboxsf virtualbox share folder fstab entri,pr,https://github.com/MichaIng/DietPi/issues/2729,Fix,Missing functionality
bash,add paper key reinstal attack,pr,https://github.com/papers-we-love/papers-we-love/issues/484,Update,Adds documentation
bash,test let encrypt pebbl certif verifi fail,issue,https://github.com/nginx-proxy/docker-letsencrypt-nginx-proxy-companion/issues/395,Discrepancy,Unexpected behaviour
bash,certif check,issue,https://github.com/drwetter/testssl.sh/issues/1004,"Review, Conceptual",Discussing security considerations
bash,ssh agent autoload ident alreadi load,pr,https://github.com/ohmyzsh/ohmyzsh/issues/7174,Fix,Missing functionality
bash,updat oraclelinux openssl,pr,https://github.com/docker-library/official-images/issues/4957,API Change,Update
bash,el nodej packag updat via yum packag sign,issue,https://github.com/nodesource/distributions/issues/344,"API Change, Discrepancy",Update Issue
bash,extens socksend tls clienthello,pr,https://github.com/drwetter/testssl.sh/issues/342,Update,Adds functionality
bash,remov transport paramet newsessionticket,pr,https://github.com/quicwg/base-drafts/issues/1058,Review,Cleaning code
bash,unabl login linux,issue,https://github.com/void-linux/void-packages/issues/21946,"Errors, API Change",Update Issue
c,add support crack encrypt vmware vmx file,pr,https://github.com/magnumripper/JohnTheRipper/issues/3633,Update,Adds functionality
c,wrong length reject rule attack wpa hash,issue,https://github.com/hashcat/hashcat/issues/2202,"Errors, Conceptual",Identified vulnerability
c,cannot pars repli rspamd,issue,https://github.com/rspamd/rspamd/issues/932,"API Change, Errors",Version issue
c,curl pass usernam password proxi,issue,https://github.com/curl/curl/issues/2575,Discrepancy,Unexpected behaviour
c,codeown updat log shell code owner,pr,https://github.com/zephyrproject-rtos/zephyr/issues/10605,Review,Improving logging
c,rsa implement fip modul thread safe,issue,https://github.com/openssl/openssl/issues/4180,Errors,Identified vulnerability
c,ssl opt sh compat sh return error,issue,https://github.com/ARMmbed/mbedtls/issues/2068,Errors,Identified bug
c,sslstrip plugin load fail compil find cooki regex,issue,https://github.com/Ettercap/ettercap/issues/865,API Usage,Install issue
c,hmac sha salt charact,issue,https://github.com/hashcat/hashcat/issues/1004,API Usage,Usage question
c,gener password protect share link seahub user password pre fill default,issue,https://github.com/haiwen/seafile/issues/2288,"Review, Conceptual",Discussing security considerations
c,flb hash add resz logic flb hash map,pr,https://github.com/fluent/fluent-bit/issues/1229,Review,Improving functionality
c,merg ad compil flag enabl user namespac default instal suid,pr,https://github.com/containers/bubblewrap/issues/159,Update,Missing functionality
c,esp wifimulti record credenti last connect network,issue,https://github.com/esp8266/Arduino/issues/2606,Discrepancy,Incorrect behaviour
c,semml ensur permiss privat key,pr,https://github.com/citusdata/citus/issues/3506,Fix,Bug fix
c,decrypt work gt n x recoveri,issue,https://github.com/TeamWin/Team-Win-Recovery-Project/issues/62,Discrepancy,Incorrect behaviour
c,tls fix defect detect coverti scan,pr,https://github.com/OISF/suricata/issues/3323,Fix,Bug fix
c,featur request add passin argument openssl ocsp,issue,https://github.com/openssl/openssl/issues/10682,Update,Feature request
c,asan error scrypt format fuzz,issue,https://github.com/magnumripper/JohnTheRipper/issues/2003,Errors,Identified bug
c,cannot self sign client certif alongsid ca sign server certif,issue,https://github.com/eclipse/mosquitto/issues/420,"Discrepancy, Errors",Usage confusion
c,malwar analysi antiviru cours,issue,https://github.com/trailofbits/ctf/issues/49,Review,Cleaning code
c,withelist hash,issue,https://github.com/rspamd/rspamd/issues/1927,API Usage,Usage question
c,openssl dtl memori leak,issue,https://github.com/openssl/openssl/issues/7428,Errors,Identified bug
c,init mbedtl rsa context use,issue,https://github.com/ARMmbed/mbedtls/issues/691,Errors,Identified bug
c,auditset manifest miss,issue,https://github.com/joyent/smartos-live/issues/393,API Usage,Integrating a component
c,vsftpd decod srcip decod quot,issue,https://github.com/ossec/ossec-hids/issues/1150,Errors,Identified bug
c,add support sha openssl enc format,pr,https://github.com/magnumripper/JohnTheRipper/issues/2639,"Update, Review",Adding security consideration
c,fix safe sha sum function declar,pr,https://github.com/netdata/netdata/issues/5788,Fix,Missing functionality
c,refactor hmac remov duplic code,pr,https://github.com/awslabs/s2n/issues/648,Review,Refactor
c,sign integ overflow iso parser,issue,https://github.com/libarchive/libarchive/issues/717,Errors,Identified vulnerability
c,runtim error sign integ overflow caus sign integ overflow sourc code,issue,https://github.com/redis-io/redis/issues/7318,Errors,Identified vulnerability
c,handl partial encrypt block cen pattern encrypt scheme,issue,https://github.com/gpac/gpac/issues/662,Conceptual,Wants to understand functionality
c,fix memori leak conn client encod,pr,https://github.com/psycopg/psycopg2/issues/1101,Fix,Vulnerability fix
c,micro iram attr safe stage,issue,https://github.com/espressif/arduino-esp32/issues/1410,Errors,Identified vulnerability
c,libcurl static openssl engin ios,issue,https://github.com/curl/curl/issues/5003,API Usage,Usage question
c,tls cipher,issue,https://github.com/h2o/h2o/issues/1667,API Usage,Usage question
c,bad signatur debian stretch,issue,https://github.com/kaltura/nginx-vod-module/issues/672,"API Usage, Errors",Install issue
c,bad signatur sendpay,issue,https://github.com/ElementsProject/lightning/issues/41,Errors,Identified bug
c,secur client side encrypt work,issue,https://github.com/haiwen/seafile/issues/824,Errors,Identified bug
c,non canon curv public key supercop,issue,https://github.com/jedisct1/libsodium/issues/147,,
c,remov superflu san cov flag fuzz build,pr,https://github.com/h2o/h2o/issues/1296,Review,Cleaning code
c,add support crack older bitshar wallet,pr,https://github.com/magnumripper/JohnTheRipper/issues/3283,"Update, API Change",Backwards compatability
c,crypto sign ed seed keypair expect public key right privat key memori,issue,https://github.com/jedisct1/libsodium/issues/940,,
c,hashcat api,pr,https://github.com/hashcat/hashcat/issues/382,Update,Adds functionality
c,endless loop ssl handshak mbedtl upto,issue,https://github.com/ARMmbed/mbedtls/issues/1345,Errors,Identified bug
c,fix tls,pr,https://github.com/openssl/openssl/issues/2144,Fix,Bug fix
c,ecc sign hash ex ecc verifi hash ex forc link der asn code,issue,https://github.com/libtom/libtomcrypt/issues/449,Review,Discussing functionality change
c,cannot non login shell default,issue,https://github.com/tmux/tmux/issues/1937,Discrepancy,Unexpected behaviour
c,heap buffer overflow load sixel loader c,issue,https://github.com/saitoha/libsixel/issues/110,Errors,Identified vulnerability
c,rspamadm control fuzzystat cannot execut lua script return requir rspamadm fuzzi stat,issue,https://github.com/rspamd/rspamd/issues/2121,Errors,Identified bug
c,cryptofuzz add crypto libgcrypt,pr,https://github.com/google/oss-fuzz/issues/2401,"Update, API Usage",Integrating a component
c,luk hashcat cannot crack header,issue,https://github.com/hashcat/hashcat/issues/2477,Discrepancy,Unexpected behaviour
c,shall check return valu bn word call ssl lib c,issue,https://github.com/openssl/openssl/issues/6572,Review,Discussing functionality change
c,sphinx fix buffer overflow hmac gener,pr,https://github.com/ElementsProject/lightning/issues/97,Fix,Bug fix
c,sql inject php code,issue,https://github.com/dgiese/dustcloud/issues/17,Errors,Identified vulnerability
c,featur request fallback authent mechan,issue,https://github.com/apple/cups/issues/4581,Update,Feature request
c,error invalid incomplet type ssl aka struct ssl st,issue,https://github.com/openssl/openssl/issues/9772,"Discrepancy, Errors",Doesn't understand error
c,var log rspamd world readabl,issue,https://github.com/rspamd/rspamd/issues/2429,Errors,Identified bug
c,audit chang unsaf str printf function,issue,https://github.com/nmap/nmap/issues/278,Review,Updating to better practice
c,secur client window check ssl certif,issue,https://github.com/haiwen/seafile/issues/394,Discrepancy,Unexpected behaviour
c,introduct hash comparison api mem,pr,https://github.com/radareorg/radare2/issues/15108,API Usage,Integrating a component
c,make mcrypt input handl stricter,pr,https://github.com/php/php-src/issues/610,Review,Improves functionality
c,align sftp ssh plugin authent tunnel function,pr,https://github.com/FreeRDP/Remmina/issues/1393,Fix,Bug fix
c,fix read buffer overflow stun,pr,https://github.com/ntop/nDPI/issues/824,Fix,Bug fix
c,addresssanit heap buffer overflow read size libr bin p bin dex c,issue,https://github.com/radareorg/radare2/issues/4589,Errors,Identified bug
c,add crypto mdebug valid option,pr,https://github.com/openssl/openssl/issues/538,Update,Adds functionality
c,client login timeout tcp reset detect,issue,https://github.com/yandex/odyssey/issues/162,Discrepancy,Incorrect behaviour
c,forgot password link,issue,https://github.com/nesbox/TIC-80/issues/634,Update,Adds functionality
c,add sandbox home directori,pr,https://github.com/darlinghq/darling/issues/185,Update,Adds functionality
ruby,add callback password chang,issue,https://github.com/heartcombo/devise/issues/3631,Update,Feature request
ruby,tail fix rotat relat resourc leak fix,pr,https://github.com/fluent/fluentd/issues/2105,Fix,Bug fix
ruby,filter usernam password host log,issue,https://github.com/elastic/elasticsearch-rails/issues/496,API Usage,Usage question
ruby,utf input box return ascii bit box decrypt,issue,https://github.com/RubyCrypto/rbnacl/issues/116,Discrepancy,Unexpected behaviour
ruby,user sign vs user signedin,issue,https://github.com/lynndylanhurley/devise_token_auth/issues/623,Discrepancy,Unexpected behaviour
ruby,fix admin chang password admin user,pr,https://github.com/spree/spree/issues/950,Fix,Bug fix
ruby,bug brew cask audit languag iso languag check languag,issue,https://github.com/Homebrew/homebrew-cask/issues/31114,Discrepancy,Unexpected behaviour
ruby,auth password show confus invalid error messag,issue,https://github.com/tootsuite/mastodon/issues/4502,"Discrepancy, Errors",Doesn't understand error
ruby,make user enumer time attack difficult,issue,https://github.com/thoughtbot/clearance/issues/636,"Conceptual, Review",Discussing security considerations
ruby,moodl cmd exec exploit show exploit fail rexml parseexcept close tag div,issue,https://github.com/rapid7/metasploit-framework/issues/6879,Errors,Identified bug
ruby,ad toot cafe mastodon whitelist,pr,https://github.com/thepracticaldev/dev.to/issues/1268,Fix,Missing functionality
ruby,bug ssh head gear scalabl app return error,pr,https://github.com/openshift/origin-server/issues/6334,Fix,Bug fix
ruby,updat exploit window smb doublepulsar rce info,pr,https://github.com/rapid7/metasploit-framework/issues/12571,Update,Adds documentation
ruby,client side valid violat content secur polici,issue,https://github.com/DavyJonesLocker/client_side_validations/issues/565,Review,Refactor
ruby,port audit modifi cask script rubi speed,pr,https://github.com/Homebrew/homebrew-cask/issues/16177,Review,Improves functionality
ruby,add secur command renegoti tlv encrypt,pr,https://github.com/rapid7/metasploit-framework/issues/11965,Update,Adds functionality
ruby,rubi bind rubi crypto hook libmongocrypt,pr,https://github.com/mongodb/mongo-ruby-driver/issues/1623,"Update, API Usage",Integrating a component
ruby,memoiz caus multipl record share attribut hash,issue,https://github.com/Shopify/identity_cache/issues/246,Discrepancy,Incorrect behaviour
ruby,secur updat nokogiri patch,pr,https://github.com/errbit/errbit/issues/1287,API Change,Version update
ruby,rubygem rail download url mark malwar site,issue,https://github.com/rubygems/rubygems/issues/1067,Discrepancy,Virus flagging
ruby,remov mutat prop backdoor take,pr,https://github.com/sorbet/sorbet/issues/2561,Review,Cleaning code
ruby,match remov un need encrypt match nuke,pr,https://github.com/fastlane/fastlane/issues/13533,Review,Cleaning code
ruby,sidekiq log heartbeat err invalid password,issue,https://github.com/mperham/sidekiq/issues/2788,Errors,Identified bug
ruby,add exploit modul cve lnk code execut vulner,pr,https://github.com/rapid7/metasploit-framework/issues/8767,Update,Adds functionality
ruby,push imag use commandlin local docker credenti,pr,https://github.com/zendesk/samson/issues/2403,Update,Adds functionality
ruby,pup deprec cach certif author verifi method,pr,https://github.com/puppetlabs/puppet/issues/5484,Review,Cleaning code
ruby,ignor secret token absens asset precompil,pr,https://github.com/errbit/errbit/issues/381,Fix,Bug fix
ruby,authent fail bcrypt,issue,https://github.com/heartcombo/devise/issues/148,Discrepancy,Unexpected behaviour
ruby,cannot regist user unpermit paramet usernam email password deviseinvit registrationscontrol creat,issue,https://github.com/scambra/devise_invitable/issues/387,Discrepancy,Unexpected behaviour
ruby,wrong signatur user omniauth author path method test helper,pr,https://github.com/heartcombo/devise/issues/762,Fix,Bug fix
ruby,featur request access cooki,issue,https://github.com/thoughtbot/capybara-webkit/issues/168,Update,Feature request
