postid,links,tags,title,question,answers,Related
106,https://api.github.com/repos/anhskohbo/no-captcha/issues/106,issue,valid front end,valid front end user click recaptcha allow form submit,recaptcha creat hidden textarea element id check valu valid purpos empti string user complet captcha yet yeah found solut creat issu thank,Yes
2083,https://api.github.com/repos/certbot/certbot/issues/2083,issue,deliv one year certif hpkp hst dane tlsa compat,hi hst need week day least day consid ssl use lifetim tls certif privat key least doubl valid period hpkp least x day system admin engin possibl overcom seriou problem comfort zone one year keep mind necessari time requir test replac privat key dane tlsa dnssec enabl renew tls certif requir everi let encrypt user time regularli modifi day dns zone add new tlsa dns resourc record renew domain name part made everi year smarter synchron better deliv one year certif empow user whole tls stack bare minimum realli great research paper keep day valid default least offer option gener one year certif let encrypt ca offer seem advis renew manual automat fact everi day tls certif privat key avoid addit configur hpkp dane tlsa hst let encrypt secur default thank advanc hlfh,note let encrypt develop rational let encrypt short certif lifetim aim encourag autom make rel burdensom sysadmin updat certif manual suggest want secur use ssl hst preload hpkp certif pin dane sysadmin updat thing manual rather script precis lead websit invalid certif configur user ignor access ssl lab requir hst preload score requir server suppli max age valu least six month strict transport secur header requir certif lifetim month neither ad site hst preload list rfc suggest max age valu month say noth lifetim use certif need pin leaf certif possibl pin use certif trust chain includ let encrypt ca independ lifetim certif protect compromis ca except let encrypt let say trust let encrypt compromis though hpkp base public key certif use gener client therefor remain constant longer individu certif lifetim long csr let encrypt dane possibl specifi certif accept issu certain ca independ certif lifetim want tie tlsa record directli leaf certif ensur public key easili scriptabl manag dns updat run dns server use cloud dns solut provid api sysadmin updat thing manual rather script hpkp dane dnssec fragil need manual review chang time sync simpl guess autom hpkp expir delay exampl need pin leaf certif goal hpkp dane mainli cancel ca trust problem pin intermedi root certif purpos hpkp base public key certif use yep default let encrypt renew ever possibl disabl behaviour alway need directli usabl good configur default dane agre public key pin cert current possibl let encrypt year cert key default better overal tls ecosystem easili scriptabl manag dns updat simpl dnssec dane requir wors imposs ksk offlin shadow dns master purpos dane hpkp reduc chanc mitm attack reduc attack surfac larg number cas know littl one ca dealt signific improv allow avoid mitm attack cas trust hpkp dane support pin intermedi certif unless provid signific trust benefit let assum howev want trust cas even let encrypt state hpkp dnssec fragil requir manual review take much effort unclear compar one time effort ad singl command line option script call letsencrypt csr gener thing need easier answer add option forc client reus csr issu certif longer lifetim peopl regener privat key good configur limit time compromis privat key exploit yes dane support pin specif certif provid secur advantag pin public key sinc remov ca trust model certif compromis privat key compromis mean regener base new privat key case pin public key rather certif use site extrem strict certif rotat polici reus keypair sinc specif tri avoid frequent certif rotat benefit certif pin public key pin acknowledg script base cert pin difficult appear benefit public key pin state dnssec rollov creat sir tific sadli still well document exampl config file sourc code cours work got hst preload littl raspberri pi use let encrypt hst durat seem decoupl tls certif lifetim got everyth ssllab edit use dane etc though publish certif expiri use public key instead expiri issu longer present public key expiri use le specifi key csr updat actual certif make sure adapt tlsa record type accordingli chang length certif offer let encrypt ca scope certbot client feel free open issu,Yes
46,https://api.github.com/repos/cylgom/ly/issues/46,issue,linux pam block root login,hi creat custom amd kali iso fluxbox ly instal error read issu chang lib path link howerv issu still show creat account found login non root user miss someth clone everi step readm md file search linux pam login user use thing,still watch repo major updat come fix issu ok still happen idea try investig hi think bug similar root login error via ssh must someth insid pam allow deni login root sadli test debug give new inform new result ok think pam suppos work close,Yes
17821,https://api.github.com/repos/woocommerce/woocommerce/issues/17821,pr,custom attribut creat decod make valu match,creat link variat entiti decod variat form post entiti encod esc attr decod match correctli fix,report merg decreas coverag diff coverag impact file tree impact coverag complex arrow arrow arrow continu review full report legend click learn power last updat read comment,Yes
3493,https://api.github.com/repos/inspec/inspec/issues/3493,pr,backport complianc namespac add test audit report,sign jare quick fix current audit fetcher issu new complianc plugin chang backport complianc namespac legaci path use updat travi test send accept box,,Unsure
2086,https://api.github.com/repos/dompdf/dompdf/issues/2086,issue,remov email protect email address,upgrad version php version show email protect text instead email address use code screenshot pdf,happen due cloudflar scrape shield option wild even pdf huh,Yes
2981,https://api.github.com/repos/dropwizard/dropwizard/issues/2981,issue,sever vulner logback depend,current logback depend v sever vulner cve see recommend upgrad,sorri appear logback alreadi date owasp autom check strike,Yes
22205,https://api.github.com/repos/owncloud/core/issues/22205,issue,stay log checkbox reset uncheck wrong password put,put credenti check stay log checkbox credenti wrong site reload forgot password etc messag expect checkbox stay log state case check actual happen alway reset uncheck cc,thread automat lock sinc recent activ close pleas open new issu relat bug,Yes
785,https://api.github.com/repos/microsoft/VoTT/issues/785,pr,feat hash asset ids project name ab,hash asset file ids project name allow multipl project use asset updat contain properti updat assetprovid call resolv,think common case solv case project referenc sourc asset store project target destin see easi repro develop realist case happen project renam asset ad know sure common case extra time pick next featur backlog made sens take short amount time renam project someth account chat abandon close featur,Yes
6777,https://api.github.com/repos/hashicorp/vault/issues/6777,pr,allow plugin submit audit request respons via extend systemview,move audit loginput sdk logic allow data valu audit logic request respons implement optmarshal case deleg hash serial respons add new clientcertificateserialnumb audit request field systemview cast extendedsystemview expos auditor interfac allow submit request respons audit broker,,Yes
1354,https://api.github.com/repos/bitcoinjs/bitcoinjs-lib/issues/1354,issue,v equival bitcoin script multisig output encod,use command gener redeemscript offlin sign ledger see command newest version librari move payment method similar redeemscript form misunderstand ledger ask work thank,output script fix,Yes
9480,https://api.github.com/repos/Dolibarr/dolibarr/issues/9480,issue,reset password link broken user login contain space special charact,bug user login contain space password reset link broken environ version expect actual behavior reset password link escap extran charact step reproduc behavior creat user login contain space instanc test espac ask password reset password forgotten form link diplay espac passwordhash xxxx instead suggest implement chang line user class user class php,creat pull request instead fork done,Yes
5099,https://api.github.com/repos/nodejs/node-v0.x-archive/issues/5099,issue,tls js improperli handl wildcard,use amazon wildcard certif cn amazonaw com impli anyth prior amazonaw com valid host mydomain com amazonaw com result dot string valid wildcard impli anyth valid attempt patch reg ex fu requir well capabl,confirm chromium team screen shot decid debug code found thing read rfc appear amazon broken infrastructur enforc dns host name path vs file path foo com amazonaw com vs amazonaw com foo com thank,Yes
55416,https://api.github.com/repos/MicrosoftDocs/azure-docs/issues/55416,pr,updat disk encrypt linux md,remov os option volumetyp sinc disabl encrypt linux possibl data volum,thank contribut author notifi review propos chang sign,Yes
5167,https://api.github.com/repos/CocoaPods/CocoaPods/issues/5167,pr,introduc danger file check fit fdescrib test,want go overboard try introduc big tri cover someth accident ship alreadi,detail credenti cocoapod admin dmg danger fail yep ci bit weird white check mark good ya white check mark fit left test white check mark fdescrib left test white check mark fdescrib left test gener entri sign danger hah realis danger fail look dangerfil made small chang rebas good merg feel free ci run probabl ad check separ pr time look,Yes
3022,https://api.github.com/repos/tesseract-ocr/tesseract/issues/3022,pr,fix undefin shift neg valu oss fuzz issu,fix bug report oss old code pass neg valu argument step dir destindex sign stefan weil,thank,Unsure
1034,https://api.github.com/repos/benedmunds/CodeIgniter-Ion-Auth/issues/1034,issue,suggest csrf,hmm see ci csrf protect config php line need creat ion auth need automat creat hmm ok thank,yea fine origin made exampl ci csrf protect built ah ok ok thank,Yes
1458,https://api.github.com/repos/microsoft/PTVS/issues/1458,pr,fix tooltip includ signatur,fix tooltip includ signatur add rich descript protocol improv content descript,shipit,Yes
3,https://api.github.com/repos/jackc/pgx/issues/3,issue,sql inject protect,queri method safe accept paramet possibl solut includ escap client side use prepar statement,,Yes
1808,https://api.github.com/repos/mozilla-services/heka/issues/1808,pr,add region name timezon geoip decod,pr add descript region name well timezon json gener geoip decod inspir logstash geoip filter real region name timezon field provid data exampl json output ip address actual region timezon data come maxmind publicli avail websit toml file gener use rough script follow need clean add pr manner,,Unsure
387,https://api.github.com/repos/dingo/api/issues/387,issue,ad filter use group insid api group break authent,describ titl ad filter insid api group use default laravel group method break authent filter filter still avail use ad filter use group ad authent filter guess design howev realli expect behaviour ad filter insid control resolv issu,resolv follow,Yes
1155,https://api.github.com/repos/sinatra/sinatra/issues/1155,issue,rack protect malici cooki mitig,copi sinatra rack protect see,,Yes
1873,https://api.github.com/repos/apereo/cas/issues/1873,pr,person directori resolv ldap authent,ldap authent defin attribut configur person directori resolv retriev attribut provid flexibl either use nativ handler retriev attribut use person directori resolv fancier configur,,Yes
903,https://api.github.com/repos/aptly-dev/aptly/issues/903,issue,aptli sourc chang checksum,detail descript homebrew see secur check fail tri build aptli sourc tri build sourc whose sha checksum first releas confirm ci correct sat jul checksum file confirm legitim replac sourc file releas retag malici replac sourc code,let doubl check github gener archiv manual upload believ releas date jul th tag move sinc time look made last minut fix updat ci code jul th explain checksum chang chang done pm jul th sorri inconvi confirm current data releas differ first publish ci script relat artifact upload debian packag consum homebrew iirc,Yes
2135,https://api.github.com/repos/summernote/summernote/issues/2135,issue,jqueri valid cannot work summernot,jqueri valid v html script form valid set ignor jqueri valid addmethod check content function valu el param el textarea return el code el code email content cannot empti jqueri valid classruleset check content check content true content code return correct content check content valid pass howev check content return fals content code return empti string even check content return true thereaft,work tri coupl method includ addmethod similar turn need ignor valu jqueri valid empti string valid hidden element msgform valid ignor content seem commit textarea valid make even easier valid ckeditor,Yes
1663,https://api.github.com/repos/inverse-inc/packetfence/issues/1663,pr,fix x machin authent,descript fix machin authent freeradiu impact radiu author workflow issu fix peap mschapv machin authent delet branch merg yes news file entri bug fix fix peap mschapv machin authent,,Yes
6939,https://api.github.com/repos/getsentry/sentry/issues/6939,issue,invalid pend lostpasswordhash account chang,certain account activ invalid pend lost password reset hash chang email address chang password fa set log success,,Yes
2370,https://api.github.com/repos/hapijs/hapi/issues/2370,pr,add xss protect valid respons,valid field escap,escap think receiv respons expos valid key without escap attack escap intent fix think incomplet thread automat lock due inact pleas open new issu relat bug question follow new issu templat instruct,Yes
160,https://api.github.com/repos/johnno1962/InjectionIII/issues/160,pr,last minut fix inject app use mkmapview,hi pr resolv issu whereswiftui exampl use mkmapview caus nasti crash resolv start process dedic run script problemat view class use interfac affect non swiftui inject along commun inject process use simpl line base ipc send path script run return statu though chang mechan inject chang localis low risk john,thank,Yes
130,https://api.github.com/repos/carhartl/jquery-cookie/issues/130,issue,featur request delet cooki without know specif,hi remov cooki site howev right forc specifi detail cooki think remov cooki name automat option given option restrict type cooki remov e g think,mean part script alreadi hmm plan project cannot write detail removecooki call everi cooki time consum work small project see ad thank think even possibl say written cooki name page foo bar page foo baz page foo bar delet cooki page outsid path due secur restrict work cooki path attribut path alreadi instanc foo track call cooki write oper simpli obtain path cooki javascript written persist word page foo bar find whether cooki name page e g differ path attribut seem feasibl regard scope plugin behavior make imposs page cooki longer simpli delet without option alway delet cooki one page removecooki call resembl standard browser behavior cours work around specifi option call removecooki aforement featur seem feasibl possibl first place regard forc specifi option time one default option least allevi concern ok option good enough one question regard comment even see cooki path outsid one domain cannot even see thu delet cooki differ domain see cooki outsid domain path,Yes
1103,https://api.github.com/repos/DNSCrypt/dnscrypt-proxy/issues/1103,issue,golang ca certif bundl,tri latest binari version linux armv fail download server list follow error look previou issu topic mention ca certif need instal tri run embed linux system packag manag bundl certif directori manual place,grab ca certif use firefox although sure other differ prefer trust level filesystem locat go look bundl seen sourc,Yes
1630,https://api.github.com/repos/rubygems/rubygems/issues/1630,issue,authent user login problem,problem suggest featur current problem devis authent user websit work well implement gem stripe instal bundl stop work devis authent user revert back code give problem issu relat network problem instal librari publish librari command line current environ detail abid code,see rubygem issu,Yes
352,https://api.github.com/repos/nextcloud/nextcloud-snap/issues/352,issue,remov trust domain let encrypt certif,hi chang dns provid need remov old certif let encrypt domain trust domain search around nextcloud forum find much relat problem appreci help thank advanc,see list trust domain sudo nextcloud occ config system trust domain foo com bar com remov one index list exampl remov sudo nextcloud occ config system delet trust domain disabl http use sudo try get cert new domain run issu blow away old certbot data try thank quick respons mate done everyth said except certbot thing go websit try login nextcloud android app url match hostnam certif disabl remov certif remov certif remov certbot rm f certbot whole folder disabl http stop use cert even though still disk although sinc use hst bit issu sinc browser cach fact http try visit firefox privat mode e open privat window must remov cert yeah blow away remov certbot solv mate thank alot get error everi command mani time error ld object usr lib arm linux gnueabihf libarmmem etc ld preload cannot preload cannot open share object file ignor normal must use box judg bug report seen yeah normal sure deal imag involv make seen harmless glad sort go ahead close,Yes
151,https://api.github.com/repos/adamfisk/LittleProxy/issues/151,pr,initi transport demand,avoid creat nioeventloopgroup unus transport avoid log warn udt librari unavail even use chang clienttoproxybosspool clienttoproxyworkerpool hashmap access hold lock server group overhead ccm unnecessari worth go make getproxytoserverworkerfor synchron allow proxytoserverworkerpool plain hashmap,thank submit pleas chang back map concurrenthashmap merg,Yes
890,https://api.github.com/repos/Entware/Entware-ng/issues/890,issue,servic stunnel tls server need certif entwar tomato,stunnel user stunnel claim need certif need help pleas,add new issu still interest sorri inconveni,Yes
2917,https://api.github.com/repos/sandstorm-io/sandstorm/issues/2917,issue,possibl qid xss vulner,done dig doc previou issu certain alreadi address today sandstorm server fail vulner scan scan entiti flag qid report web server applic filter script embed link display server web site malici user exploit vulner caus javascript command embed script execut user click hyperlink upon click hyperlink web server gener error messag includ specifi embed script specifi embed script execut client browser treat content origin target server return error messag even though script origin anoth site entir scanner inject code url sandstorm box return result replac subdomain string subdomain understand sandstorm use xss mitig want confirm valid claim mitig properli repres legitim vulner thank,look github markdown interpret got code see insert script hi david look scanner tri deliv xss header odd pretti sure possibl convinc someon els browser send bogu header necessari want hit reflect xss confus secur scanner even tri sinc viabl attack vector said probabl sanit valu display anyway cleanli sake leav bug open fwiw gener secur report probabl go securityso real bug patch made public hi apolog disclos littl respons occur post thank great work project,Yes
29882,https://api.github.com/repos/elastic/elasticsearch/issues/29882,issue,improv error messag non nativ user tri chang password,origin comment moment non nativ user e g file realm tri chang password superus tri chang user password neither messag accur descript root caus user nativ api manag user,,Yes
6629,https://api.github.com/repos/angular/components/issues/6629,issue,input md datepick valid correctli,bug featur request propos bug custom valid check date period initi date newer final date click button pick date valid messag md error appear click input leav trigger valid error messag appear appear unabl make go away seem use md datepick valid mechan work properli expect behavior trigger valid md datepick button click abl correct field make error messag disappear step reproduc put two field reactiv form one initi date anoth final date custom valid version angular materi os typescript browser affect angular materi beta,post plunker reproduct far code sampl show never set error actual problem work well f g work overrid error cours afraid still follow problem implement valid set error form group contain start date end date control other fine invalid form materi error show actual control invalid overrid default logic show configur respond form group valid error even ignor whether either control touch need abl reproduc issu feel free open new issu abl provid reproduct via stackblitz issu automat lock due inact pleas file new issu encount similar relat problem read automat convers lock action perform automat bot,Yes
3021,https://api.github.com/repos/strongloop/loopback/issues/3021,pr,invalid accesstoken password chang x,invalid exist session delet access token user password chang back port connect strongloop intern scrum loopback cc,chang result invalid token user save pleas revert chang v work find pleas open new issu step reproduc problem see problem perhap relat experienc issu call user save remov current access token even chang user email password common model user js var isfullreplacechangingpassword ctx instanc ctx instanc alway true user save see pleas open new github issu problem move discuss mention handl email notif,Yes
2671,https://api.github.com/repos/hashicorp/vault/issues/2671,issue,leas durat present issu certif use pki backend,output document show gener certif includ leas durat output,notic changelog pki backend non leas default result behavior,Yes
24319,https://api.github.com/repos/owncloud/core/issues/24319,issue,cannot past login screen matter password,step reproduc instal owncloud upgrad contact app expect behaviour abl login owncloud actual behaviour see login screen enter password howev abl login upon press enter page load return back login page matter enter valid invalid password receiv error messag back matther password valid server configur oper system arch linux web server nginx databas mariadb php version php owncloud version updat older owncloud fresh instal upgrad instal owncloud packag repositori sign statu owncloud enabl activ calendar comment contact dav federatedfileshar feder file file extern file pdfviewer file share file texteditor file trashbin file version firstrunwizard galleryplu provis api systemtag templateeditor updatenotif content config config php use extern storag yes one dropbox webdav disabl extern storag app chang anyth though use encrypt use extern user backend yes one client configur browser firefox safari ios oper system arch linux ios log web server error log owncloud log data owncloud log browser log proceed help debug issu thank,trust domain error xx xx x tri access use x x x host pleas fix trust domain config php try connect ip trust domain try clear browser cooki case thank suggest howev error relat last log entri abl make upgrad notic owncloud work fine figur error howev upgrad php seem break owncloud fortun patch made work futur refer thread automat lock sinc recent activ close pleas open new issu relat bug,Yes
262,https://api.github.com/repos/bitbeans/SimpleDnsCrypt/issues/262,issue,dnscrypt proxi detect malwar,dnscrypt proxi exe binari bundl simplednscrypt detect malwar antiviru engin virustot suppos fals posit definit impair user experi peopl instal dnscrypt proxi binari win download classifi safe virustot,noth user must report report think report bitdefend enough softwar flag bitdefend engin newer version report safe easiest solut upgrad older version suggest everyon get googl goe vote safe,Yes
10278,https://api.github.com/repos/goharbor/harbor/issues/10278,issue,make sure authent mode work registri switch basic auth,probabl ok ldap chang requir oidc,verifi oidc cli secret docker login docker pull push close issu problem track bug,Yes
571,https://api.github.com/repos/win-acme/win-acme/issues/571,pr,add set ignor ssl certif validat,sinc old version window recogn ca use letsencrypt certif,aiui window download root certif microsoft fly better trigger automat rather overrid everyth feel great idea piec softwar built help encrypt world ignor problem said encrypt prefer instal let encrypt root intermedi certif known good locat though figur yet one window ssl librari access page right ca suggest seem otoh view certif doubl click crt file seem thing long machin access window updat guess window still extend support machin fetch window updat make problem root certif window store default microsoft one valid microsoft server wu machin access wu download certif go trust site use download certif go much run anoth server launch httpwebrequest alreadi trick possibl api call acmesharp effect alreadi endpoint use certif test url understand howev know least two httpwebrequest interfac user server variant version acmesharp use use openssl librari option use certif store even use window one call correctli obscur plu side microsoft add nice trace window vista later ssl complet agre approach bit controversi especi natur program howev sinc set affect program commun fix endpoint thing possibl seen secur risk system victim dns hijack set default need awar yes see point system run wu fine seem want updat root cert short run system question okay found window machin dst root certif present machin valid server certif well form accept window problem seem cross sign isrg root certif store window seem abl correctli chase altern chain certif load intermedi store msie becom happi websit certif presum get forc altern chain dst root know aiui lew access intermedi certif abl load comput intermedi store automat hmmz instal cert per intermedi ca still luck dig tomorrow made chang instal intermedi certif upon success valid turn two gener pfx perhap need two initi contact ohh even far program cs line woah sound get error attempt connect api problem let encrypt ca bootstap problem specif certif subject cn api letsencrypt org internet secur research group l mountain view st california c us subject c us identrust ou trustid server cn trustid server ca subject c us identrust cn identrust commerci root ca ca chain think need find actual problem full debug log lew help probabl follow window log realli happen woah sound get error attempt connect api know instead plow mile mile microsoft document took minut add set sinc trust let encrypt ca know victim dns hijack thought share solut other suffer issu fulli understand hesit accept pull request certain without lot check think break verif api ssl certif mitm attack allow abl assign valid complet differ account key allow attack le sign public key instead think done silent matter much look network problem hope check certif transpar log case otoh dns hijack abl prevent complet valid perhap help want config look promis unfortun make differ end make fresh window instal everyth work flawlessli thank suggest anyway problem,Yes
1039,https://api.github.com/repos/linkerd/linkerd2/issues/1039,issue,switch secur calcul tls metric label,updat cli web grafana start display inform percentag secur traffic report stat tap traffic approach reli mesh prometheu label proxi report metic follow discuss need switch code tls label instead case backward compat tls label valu true omit otherwis requir small tweak structur queri relat,,Yes
1254,https://api.github.com/repos/causefx/Organizr/issues/1254,issue,subdomin auth cooki issu,organizr version v branch v master webserv nginx oper system ubuntu problem descript auth work subdomain cooki embi auth domain com instead domain com lead tell send subdomain reproduct step subdomain auth login work edit cooki begin work,clarifi attach embi local auth organizr log embi account cooki subdomain parent domain lead retest anoth browser appear adnausum ad blocker caus issu,Yes
1945,https://api.github.com/repos/MultiPoolMiner/MultiPoolMiner/issues/1945,issue,add variant algo ig equihash btg,faq manual copi algo paramet code btg want switch equihash ethash equihash btg,equihash btg current avail minigpoolhub coin api report wrong inform incorrect pool host work need miner support work pool patient mpm support pool issu sort control regard btg mph auto exchang work sinc th bittrex wallet inact mean time add excludeminernam ewbf batch file stop useless mine bitcoin gold els use ewbf stop btg coin restrict instead algorithm restrict mean time add excludeminernam ewbf batch file ewbf mine old equihash equihash miner algo still use zcash currenc equihash btg new algorithm aka equihash use mine bitcoin gold say sinc new old algorithm miner combin need exclud stop mine old fork right correct mine ethash btg need new miner work miner equihash btg new equihash variant avail multipoolmin still featur equihash btg make happen least,Yes
15387,https://api.github.com/repos/dotnet/AspNetCore.Docs/issues/15387,issue,self sign cert grpc dotnet,hi use openssl gener privat key cert pem openssl req x newkey rsa keyout privatekey pem cert pem day node subj cn localhost use openssl gener pfx pwm openssl pkc export cert pem inkey privatekey pem mycert pfx pfx load greeter app appset json kestrel endpoint httpsinlinecertfil url protocol http certif path greeter pfx password client side tri load cert pem grpcchannelopt wau var cert new sslcredenti system io file readalltext cert greeterpub pem grpcchannelopt opt new grpcchannelopt opt credenti cert var channel opt run invalidoperationexcept use sslcredenti non null argument support grpcchannel pleas advic load cert pem client allow connect mention untrust cert code instead document detail edit section requir doc microsoft com github issu link id c b f e beab b e f befd version independ id ddcb c f f content troubleshoot grpc net content sourc product aspnet core technolog aspnetcor grpc github login microsoft alia jamesnk,see seem grpc dotnet var new httpclienthandl dangerousacceptanyservercertificatevalid var new channel new grpcchannelopt httpclient connect x certif mutual authent client pass pfx server log loglevel default warn microsoft host lifetim inform allowedhost kestrel endpointdefault protocol http endpoint http url certif path c test pfx password password,Yes
17431,https://api.github.com/repos/helm/charts/issues/17431,issue,updat adminus adminpassword caus login fail,describ bug jenkin chart ad valu adminus adminpassword valu yaml appli login upgrad version helm kubernet helm client server v chart jenkin happen jenkin chart ad valu adminus adminpassword valu yaml appli login upgrad expect happen expect abl login valu put valu yml file reproduc minim precis possibl anyth els need know,check secret namespac gener jenkin issu automat mark stale recent activ close activ occur updat caus issu pull request longer consid stale thank contribut issu automat close due inact,Yes
1867,https://api.github.com/repos/heartcombo/devise/issues/1867,issue,valid logic chang workaround,hi tri updat work latest devis latest devis call valid method previou version simpli return fals code work expect oauth error never call need return custom error workaround put old valid method feel littl bit wrong anybodi tell better solut thank,issu code true sinc use will ignor messag previous probabl check content messag thank pleas check commit exampl better write previou check overli complex sure pass nil record valid ok thank,Yes
1044,https://api.github.com/repos/namhyung/uftrace/issues/1044,pr,util fix memori leak tui,fix memori leak argument enum string fix sign sang heon jeon,confirm make leak report disappear thank thank advic reflect opinion,Yes
4158,https://api.github.com/repos/nodejs/node-v0.x-archive/issues/4158,issue,secur path travers,protect request etc passwd suggest one built modul think perform concern someth els miss,protect built librari give low level pretti much unfett access http protocol includ unprocess request path,Yes
5819,https://api.github.com/repos/Azure/azure-quickstart-templates/issues/5819,pr,fix readm link storag advanc threat protect creat,link readm md file wrong branch link fix,,Yes
13932,https://api.github.com/repos/pingcap/tidb/issues/13932,pr,privileg fix privileg check grant role,cherri pick releas thank contribut tidb pleas read tidb document file pr problem pr solv mysql requir privileg tidb check chang work fix bug add test check list test unit test code chang none side effect none relat chang need cherri pick releas branch releas note fix privileg check rule,run test lgtm forget cherri pick tidb test releas prs merg togeth merg auto merg job accept wait run test,Yes
1243,https://api.github.com/repos/restify/node-restify/issues/1243,issue,android emul accept ssl certif,hi test rest api local rapidssl certif ad certif key ca bundl local server map domain local host file mac osx map android emul host file result chrome mac valid ssl ios emul valid ssl android emul valid ssl host compani support repres instruct add ca bundl well restifi code wrong,fals alarm test local updat host file android emul sure file updat fact app load url internet w valid certif,Yes
4036,https://api.github.com/repos/ovh/cds/issues/4036,pr,feat api ui allow rollback action audit,descript relat issu test mention,cds report build cds doc stage new job cds report ut engin stage engin test db,Unsure
6768,https://api.github.com/repos/discourse/discourse/issues/6768,pr,featur add secur tab dashboard,commit includ new staff login report,sign cla jjaffeux thank pull request readi review,Yes
526,https://api.github.com/repos/ManageIQ/manageiq/issues/526,pr,chang secur context script logrot read,shell script inherit resourc context parent directori logrot run logrot get audit failur var log audit audit log type avc msg audit avc deni read pid comm sh name logrot free space check sh dev dm ino scontext system u system r logrot c c tclass file,cc cc merg look ok author test applianc concis specif permiss ad right label thought non logrot tag mayb permiss make littl nervou excit got much done littl chang hi follow logrot selinux man page set context logrot exec execut allow run within logrot domain case need logrot free space check sh execut logrot defer tri run logrot context need exec lesser context provid enough execut script logrot nail thank,Yes
167,https://api.github.com/repos/postmarketOS/pmbootstrap/issues/167,issue,instal fail configur disk encrypt,devic soni amami fail set disk encrypt,post full output fail command cryptsetup log python traceback end miss kernel support host system entir fault,Yes
455,https://api.github.com/repos/spring-projects/spring-security/issues/455,issue,sec remembermeservic avail use basicauth login,geir said use acegi provid secur soap servic servic us use web frontend let front end store password user secur purpos therefor rememberm servic front end propag cooki browser copi back soap request next respons authenticationprocessingfilt match well need sinc wish redirect user differ jsp page opinion without know architectur acegi well let basicprocessingfilt trigger loginfail loginsuccess method remembermeservic,geir said attach file contain patch basicprocessingfilt class patch test work provid acegi secur rememb request paramet uri use contact system autom test sorri see two immedi problem requir request paramet awkward use b b set two class loginsuccess fail method patch accept function patch possibl ad class well digestprocessingfilt ben said sure fulli understand tri think merg basic rememb probabl need exampl basic authent mechan deliv authent credenti client server separ authenticationprovid process present credenti real issu want client ever password intend approach authent client look comment refer guid regard use cas authent web servic basic authent idea ben said cannot see justif chang per earlier comment feel free log new issu detail feel issu still need address geir said sorri late answer messag jira got lost gener spring mailinglist yes know cas sadli option even abl ldap server system therefor releg roll solut cannot stop frontend see password forward acegi authent yes authenticationprovid right thing credenti want frontend becom plaintext storag area password need browser someth rememb cooki allow user log everi last page sinc control web tier design choic need ad gadget provid back end servic web tier order need patch acegi patch submit disentangl present part rememb nut bolt need exist codebas look potenti clean design perfectli will entertain idea handl geir said even gener view problem back end expos soap front end web session notion sever front end node know next request session come soap notion web session need chain request user togeth otherwis need log everi request option php frontend cach password option either therefor use rememb cooki token notion user session back end total stateless session inform whatsoev everi last request full unit work ben said basic sound notion session import avoid client cleartext password especi given obvious cleartext password point order authent basic authent even digest unsuit case given desir avoid httpsession requir digest guess user oper basic authent mechan still free user unnecessari login word good reason offer basic rememb featur form rememb form authent user appli patch svn test pass default impact basic authent take action remembermeservic inject basicauthenticationprocessingfilt,Yes
46785,https://api.github.com/repos/saltstack/salt/issues/46785,issue,kali linux label eol bootstrap salt sh,descript issu question kali linux roll label end life eol bootstrap salt sh bootstrap salt sh refus instal specifi version setup pleas provid relev config sls file sure remov sensit info step reproduc issu includ debug log possibl relev run kali instal later version report provid run pleas mention differ master minion version,issu move saltstack salt bootstrap via,Yes
3704,https://api.github.com/repos/zkSNACKs/WalletWasabi/issues/3704,issue,open wallet forgot password,hi creat open wallet forgot password possibl chang password insid wallet pleas help,need password spend bitcoin spend bitcoin without password possibl chang password checkout password mayb find typo think password noth help good luck though close,Yes
518,https://api.github.com/repos/microsoft/VoTT/issues/518,pr,elhalp encod filenam,get rid bug allow user load asset encod file name,report merg decreas coverag diff coverag impact file tree impact coverag arrow arrow arrow arrow arrow arrow continu review full report legend click learn power last updat read comment,Yes
278,https://api.github.com/repos/bitly/oauth2_proxy/issues/278,pr,valid cooki name,fix silent return empti string cooki name contain rune follow tabl patch ad addit valid check cooki name boot mock packag export check function,bad idea unrel quick tip link broken use add link button github comment editor past url titl part left url part blank anyway past link without anyth special expect thank spot doubl check thank contribut one small comment merg,Yes
4513,https://api.github.com/repos/LiskHQ/lisk-sdk/issues/4513,pr,remov bft header valid valid detach close,problem valid detach valid bft header solv remov bft header valid manual test review checklist pr resolv new code cover unit test relev integr function test ad commit messag follow commit guidelin contribut md git commit messag document ad updat,,Yes
5233,https://api.github.com/repos/opencv/opencv/issues/5233,issue,memori leak descriptorextractor comput,opencv version use javacv bind java code run function time imag memori consumpt increas comment line extractor comput imag keypoint descriptor memori consumpt remain static,support javacv bind reproduc problem opencv java bind c code feel free reopen issu correspond exampl,Yes
5176,https://api.github.com/repos/discourse/discourse/issues/5176,pr,fix activ un confirm email omniauth authent,descript problem,sign cla leomca thank pull request readi review look good,Yes
1242,https://api.github.com/repos/btcsuite/btcd/issues/1242,pr,creat srcipt hash address,serializedscript better method produc srcipt hash address,,Yes
