id,score
"10909871","3"
"10910592","-1"
"10911856","1"
"10912921","0"
"10918173","1"
"10918983","-7"
"10919965","62"
"10926891","1"
"10927278","2"
"10930378","1"
"10932864","0"
"10932955","0"
"10936682","0"
"10937890","7"
"10939599","0"
"10942389","3"
"10944794","20"
"10950747","4"
"10955902","2"
"10962883","0"
"10963857","0"
"10964915","0"
"10972059","0"
"10977058","17"
"10979976","3"
"10985153","1"
"10985519","3"
"10985918","10"
"10986321","0"
"10988369","9"
"10991138","-3"
"10991361","-1"
"10991502","1"
"10993367","0"
"10993669","5"
"10994735","1"
"10995556","2"
"10995716","1"
"10995911","2"
"10996447","4"
"10997715","3"
"10997960","0"
"10998283","0"
"10999152","0"
"11002172","3"
"11004314","6"
"11006895","13"
"11007031","-5"
"11009745","0"
"11014049","2"
"11014436","0"
"11014756","3"
"11015271","1"
"11020070","0"
"11020565","1"
"11025213","10"
"11030920","0"
"11031481","6"
"11031770","0"
"11036375","1"
"11037991","9"
"11041791","0"
"11042657","22"
"11044324","14"
"11045012","1"
"11045653","9"
"11046513","2"
"11050667","3"
"11052143","3"
"11057437","0"
"11058441","1"
"11059059","21"
"11061912","1"
"11068108","0"
"11070138","4"
"11072393","2"
"11074275","1"
"11074602","0"
"11081645","0"
"11082558","0"
"11083500","-3"
"11088487","0"
"11091894","1"
"11093759","2"
"11094779","0"
"11097586","1"
"11097638","-1"
"11098259","0"
"11101108","0"
"11101855","0"
"11104640","0"
"11111881","1"
"11115978","6"
"11118353","4"
"11123617","1"
"11126027","1"
"11126097","0"
"11127776","0"
"11129676","15"
"11130709","0"
"11131201","0"
"11131206","0"
"11131897","1"
"11133548","0"
"11135178","0"
"11135420","7"
"11138041","1"
"11139587","0"
"11142271","1"
"11142882","79"
"11149930","7"
"11152234","5"
"11155010","3"
"11156275","13"
"11158948","1"
"11162310","1"
"11165075","1"
"11165238","2"
"11167858","9"
"11171472","18"
"11174962","2"
"11176998","3"
"11178321","0"
"11180028","2"
"11180630","0"
"11183710","2"
"11184738","8"
"11184882","4"
"11186502","3"
"11190282","1"
"11190290","0"
"11191381","0"
"11195674","0"
"11204604","-1"
"11206202","0"
"11207082","0"
"11210792","1"
"11211239","0"
"11217239","1"
"11217243","2"
"11218032","1"
"11218607","0"
"11219692","0"
"11223226","3"
"11227802","2"
"11228771","10"
"11229549","-2"
"11231731","4"
"11235539","9"
"11235743","0"
"11235889","1"
"11243065","-2"
"11250735","1"
"11250853","1"
"11251791","1"
"11252145","0"
"11253558","0"
"11253732","2"
"11255106","5"
"11256355","0"
"11257672","1"
"11259534","17"
"11260036","3"
"11260276","0"
"11260446","0"
"11262985","2"
"11263117","0"
"11266020","5"
"11266890","2"
"11267762","0"
"11272450","0"
"11275877","0"
"11282704","3"
"11286503","2"
"11288032","2"
"11288330","1"
"11289008","0"
"11292147","5"
"11292165","3"
"11294107","87"
"11295446","2"
"11295719","1"
"11296000","0"
"11299051","2"
"11299659","3"
"11303297","0"
"11306567","1"
"11307852","6"
"11310127","-1"
"11310421","2"
"11321361","8"
"11321556","1"
"11323636","13"
"11331767","1"
"11334454","2"
"11334526","1"
"11334681","19"
"11336423","2"
"11336993","0"
"11337630","7"
"11342894","0"
"11346405","0"
"11355854","0"
"11356216","2"
"11357681","0"
"11360557","16"
"11363791","0"
"11366262","2"
"11366358","0"
"11367384","0"
"11369166","2"
"11369178","0"
"11372835","0"
"11373797","3"
"11373843","40"
"11377092","2"
"11377191","8"
"11379398","3"
"11381226","0"
"11384820","2"
"11385527","2"
"11385883","0"
"11389382","2"
"11391621","0"
"11393988","2"
"11395094","1"
"11395633","2"
"11396854","0"
"11397022","1"
"11398433","0"
"11398659","2"
"11400990","4"
"11406416","2"
"11407602","1"
"11408240","4"
"11409424","0"
"11409881","0"
"11413194","0"
"11413963","1"
"11415172","1"
"11417345","1"
"11418028","0"
"11427203","0"
"11427711","0"
"11430639","0"
"11439927","3"
"11440398","47"
"11442157","0"
"11444931","3"
"11446479","0"
"11447525","2"
"11448373","1"
"11448789","4"
"11450488","0"
"11450944","0"
"11451161","13"
"11451922","2"
"11452257","2"
"11453412","-2"
"11459454","0"
"11470242","0"
"11473682","0"
"11481926","24"
"11482171","2"
"11483638","5"
"11484096","-1"
"11489495","13"
"11491441","0"
"11491674","1"
"11498229","4"
"11500776","2"
"11501726","0"
"11503484","6"
"11506833","1"
"11513747","0"
"11514867","0"
"11519695","0"
"11519777","31"
"11520126","10"
"11523815","0"
"11523888","7"
"11524323","0"
"11527986","2"
"11529641","0"
"11529712","7"
"11529994","2"
"11531459","4"
"11532177","1"
"11533235","1"
"11534561","0"
"11537919","1"
"11539384","0"
"11541804","0"
"11542819","-2"
"11542884","2"
"11542910","2"
"11548976","0"
"11549084","1"
"11552534","1"
"11554251","-3"
"11555060","0"
"11555125","3"
"11555464","1"
"11557467","5"
"11557755","0"
"11559053","0"
"11560338","2"
"11562429","2"
"11564580","1"
"11567290","1"
"11567486","0"
"11567958","0"
"11576257","4"
"11577979","5"
"11578684","2"
"11588838","3"
"11593227","2"
"11593932","3"
"11594174","3"
"11596485","0"
"11600795","-1"
"11605623","2"
"11607202","1"
"11607367","0"
"11608987","1"
"11609158","2"
"11609159","0"
"11612473","1"
"11616523","1"
"11620958","0"
"11622011","1"
"11624188","1"
"11629005","0"
"11631140","2"
"11634310","0"
"11636469","0"
"11637743","0"
"11639366","1"
"11643778","0"
"11646494","3"
"11649697","1"
"11651510","4"
"11651632","1"
"11654555","14"
"11656712","2"
"11657413","4"
"11659974","0"
"11661132","0"
"11662680","2"
"11666165","1"
"11666503","0"
"11668469","4"
"11671318","0"
"11674612","1"
"11674631","1"
"11676056","2"
"11678392","1"
"11685545","3"
"11692548","0"
"11693739","0"
"11694608","1"
"11694865","1"
"11696671","1"
"11701831","-2"
"11704419","4"
"11705574","0"
"11705815","20"
"11705833","3"
"11708529","0"
"11709229","1"
"11709344","0"
"11709991","3"
"11712105","1"
"11714710","2"
"11716481","1"
"11720380","5"
"11720904","1"
"11721709","2"
"11731383","0"
"11735960","12"
"11737390","4"
"11745847","0"
"11745985","1"
"11748326","1"
"11748870","0"
"11749644","3"
"11750964","1"
"11752186","2"
"11754420","1"
"11755237","3"
"11757799","0"
"11759769","10"
"11761751","1"
"11763061","2"
"11768832","7"
"11769952","0"
"11771335","0"
"11773393","2"
"11777983","1"
"11780249","1"
"11781627","2"
"11781964","0"
"11783781","5"
"11785142","1"
"11787038","0"
"11788244","0"
"11792024","0"
"11795948","0"
"11796651","1"
"11797238","5"
"11798977","2"
"11799456","0"
"11802177","0"
"11802625","0"
"11802690","0"
"11802970","1"
"11804579","0"
"11805375","0"
"11805678","3"
"11806910","-1"
"11806984","1"
"11810108","1"
"11811356","23"
"11813601","0"
"11813947","-1"
"11814513","2"
"11815094","1"
"11820540","3"
"11822557","2"
"11823529","0"
"11834075","2"
"11835272","5"
"11835413","0"
"11841771","18"
"11842954","9"
"11849516","1"
"11855324","14"
"11858240","1"
"11858456","1"
"11860445","2"
"11871789","0"
"11872522","0"
"11874537","5"
"11876591","2"
"11878271","0"
"11878755","1"
"11878922","1"
"11878947","16"
"11882379","1"
"11882776","0"
"11886262","8"
"11888466","0"
"11888989","10"
"11892873","1"
"11893763","0"
"11904086","0"
"11905392","2"
"11909714","1"
"11916151","3"
"11917427","0"
"11918091","0"
"11918413","0"
"11920960","0"
"11922894","0"
"11924354","-5"
"11927571","0"
"11930253","3"
"11932567","0"
"11935908","1"
"11939206","0"
"11948276","0"
"11948310","2"
"11950950","2"
"11955828","5"
"11962929","1"
"11963674","1"
"11966647","2"
"11968111","1"
"11969043","4"
"11969044","0"
"11969508","2"
"11969812","1"
"11970507","2"
"11974522","-1"
"11982073","4"
"11990154","0"
"11992332","0"
"11996935","1"
"11998599","0"
"11999619","1"
"12002311","3"
"12002484","1"
"12003209","0"
"12004159","0"
"12006467","0"
"12008954","8"
"12009854","1"
"12014050","1"
"12015072","0"
"12020106","-1"
"12023768","2"
"12024872","1"
"12026971","0"
"12027463","4"
"12028910","12"
"12031053","1"
"12032971","0"
"12033167","3"
"12040902","2"
"12042517","1"
"12042561","1"
"12042592","43"
"12044659","0"
"12045106","-1"
"12051656","0"
"12054641","1"
"12059075","1"
"12062146","18"
"12064182","0"
"12064998","1"
"12069962","1"
"12073758","4"
"12077099","2"
"12077597","3"
"12077788","1"
"12078006","12"
"12082608","2"
"12087790","2"
"12089752","3"
"12090077","41"
"12092294","0"
"12095135","12"
"12095143","1"
"12096464","0"
"12096825","-2"
"12099092","13"
"12100372","2"
"12109458","0"
"12112226","0"
"12115522","0"
"12118406","8"
"12124065","6"
"12129077","30"
"12130078","-3"
"12146445","20"
"12147570","0"
"12148651","0"
"12149391","0"
"12153009","15"
"12155949","13"
"12158579","1"
"12158784","0"
"12160587","0"
"12162975","2"
"12165664","40"
"12167963","0"
"12169566","1"
"12170375","1"
"12171230","4"
"12172536","-1"
"12174029","-1"
"12176538","0"
"12177019","-2"
"12178860","0"
"12180224","5"
"12180552","21"
"12180744","1"
"12182756","4"
"12188300","0"
"12191557","0"
"12193081","-2"
"12194284","2"
"12196899","0"
"12198166","0"
"12201135","-2"
"12203711","4"
"12203944","2"
"12204437","2"
"12207350","0"
"12209326","0"
"12209657","32"
"12211947","6"
"12214669","4"
"12214873","2"
"12214888","2"
"12215839","0"
"12220065","1"
"12221811","6"
"12223403","0"
"12226283","1"
"12228313","0"
"12232816","2"
"12243263","2"
"12248355","6"
"12250607","0"
"12251074","0"
"12253686","1"
"12254320","3"
"12257958","5"
"12259457","-1"
"12260073","3"
"12261644","1"
"12265421","55"
"12265977","0"
"12269367","4"
"12270141","1"
"12271325","2"
"12272793","3"
"12276555","1"
"12279498","1"
"12280644","0"
"12282186","1"
"12282277","1"
"12283147","-1"
"12283268","0"
"12283403","1"
"12285755","2"
"12286060","1"
"12289392","1"
"12291043","2"
"12302739","-1"
"12306623","5"
"12307525","0"
"12308296","1"
"12312059","0"
"12315610","1"
"12317140","1"
"12322822","2"
"12323913","0"
"12324954","-1"
"12324964","1"
"12326196","0"
"12328132","11"
"12328290","2"
"12329450","0"
"12330176","0"
"12330509","1"
"12330955","3"
"12331195","3"
"12331595","1"
"12332499","2"
"12334536","2"
"12340262","0"
"12340316","3"
"12342890","0"
"12345383","0"
"12347060","1"
"12352210","0"
"12354479","2"
"12354855","2"
"12360793","1"
"12361369","4"
"12363606","5"
"12364246","0"
"12368979","2"
"12370299","0"
"12372362","1"
"12375896","10"
"12380744","0"
"12381334","20"
"12384150","5"
"12384289","1"
"12384974","0"
"12392107","-5"
"12399000","0"
"12404914","0"
"12411350","1"
"12411821","1"
"12416773","1"
"12418803","0"
"12438379","0"
"12438936","1"
"12445054","0"
"12446965","2"
"12448201","0"
"12451275","2"
"12452073","26"
"12457234","35"
"12460297","15"
"12460700","1"
"12462791","1"
"12462834","2"
"12469620","0"
"12469846","0"
"12469878","0"
"12470166","0"
"12471362","1"
"12472455","4"
"12475916","-2"
"12478373","1"
"12478530","-1"
"12481037","1"
"12481380","1"
"12482742","5"
"12486960","3"
"12488339","2"
"12489202","0"
"12492554","3"
"12493290","3"
"12493349","2"
"12493808","2"
"12495259","-4"
"12498441","1"
"12501260","3"
"12501359","39"
"12501744","1"
"12504693","1"
"12505368","0"
"12506178","0"
"12508502","7"
"12509037","0"
"12513311","1"
"12514124","2"
"12514222","6"
"12520314","3"
"12521801","1"
"12526827","0"
"12528190","1"
"12532772","1"
"12534886","0"
"12536118","0"
"12539328","-3"
"12540950","0"
"12543978","20"
"12544971","1"
"12544986","0"
"12545476","3"
"12545811","6"
"12546210","0"
"12550123","1"
"12551592","2"
"12551875","-1"
"12555230","6"
"12556305","2"
"12558035","3"
"12559969","1"
"12564314","0"
"12565152","1"
"12566110","5"
"12568581","1"
"12574160","12"
"12575909","1"
"12576525","1"
"12580766","2"
"12584500","0"
"12586899","25"
"12588249","3"
"12592111","0"
"12595624","0"
"12602289","1"
"12603937","0"
"12605366","0"
"12606053","2"
"12606861","0"
"12608474","2"
"12610020","0"
"12610647","2"
"12611383","0"
"12612747","0"
"12613232","0"
"12617150","6"
"12618123","0"
"12619110","0"
"12624181","80"
"12624696","0"
"12625395","1"
"12626180","3"
"12627139","4"
"12629598","1"
"12631540","2"
"12633265","2"
"12635381","0"
"12635652","7"
"12636697","2"
"12637502","1"
"12637828","0"
"12640765","0"
"12641721","1"
"12643150","1"
"12643960","21"
"12644486","7"
"12646384","-4"
"12647220","15"
"12650797","1"
"12654663","2"
"12657246","0"
"12658992","2"
"12660851","17"
"12661675","2"
"12661853","0"
"12662902","6"
"12663473","0"
"12668234","1"
"12669289","5"
"12669692","0"
"12673666","0"
"12678101","0"
"12690247","7"
"12695515","2"
"12699359","0"
"12708933","3"
"12710287","4"
"12712068","0"
"12713445","-1"
"12716458","0"
"12721951","16"
"12727187","1"
"12730761","1"
"12734155","0"
"12735312","0"
"12737488","0"
"12738954","0"
"12744864","1"
"12748531","0"
"12748598","1"
"12753625","0"
"12753817","8"
"12753962","5"
"12754265","2"
"12756936","2"
"12757544","1"
"12757952","0"
"12759083","1"
"12760852","19"
"12764073","2"
"12764725","12"
"12765424","2"
"12770875","1"
"12772102","0"
"12774066","1"
"12774498","4"
"12775505","0"
"12777434","3"
"12779479","2"
"12779999","2"
"12781787","3"
"12783144","1"
"12783695","0"
"12784639","8"
"12785580","0"
"12788754","1"
"12791699","6"
"12791968","2"
"12799539","7"
"12805803","42"
"12808761","0"
"12809750","1"
"12810443","0"
"12811407","0"
"12812258","0"
"12812291","1"
"12814773","1"
"12817731","2"
"12819594","1"
"12820172","11"
"12820338","0"
"12822576","0"
"12829113","1"
"12831002","0"
"12839561","1"
"12844119","0"
"12857875","1"
"12861419","1"
"12861830","1"
"12864537","0"
"12865943","7"
"12866121","1"
"12867300","1"
"12868384","3"
"12872907","2"
"12873964","5"
"12874364","2"
"12879555","2"
"12880222","0"
"12882301","5"
"12885680","4"
"12893882","2"
"12897713","3"
"12900668","0"
"12900816","-1"
"12905305","1"
"12905437","1"
"12906354","3"
"12906935","0"
"12909102","5"
"12909853","2"
"12912184","1"
"12913352","0"
"12915120","1"
"12915187","2"
"12917530","3"
"12923403","0"
"12923948","0"
"12926076","3"
"12926997","36"
"12927570","0"
"12928575","0"
"12930677","1"
"12931305","1"
"12931373","2"
"12932427","1"
"12934469","3"
"12934812","2"
"12936584","6"
"12938489","1"
"12938680","1"
"12945225","0"
"12950997","-4"
"12951388","0"
"12957563","1"
"12960739","1"
"12977135","0"
"12977659","1"
"12978516","1"
"12980366","0"
"12981125","0"
"12984148","0"
"12985166","0"
"12985395","1"
"12990705","0"
"12993986","0"
"12994050","6"
"12994566","0"
"12995926","3"
"12996018","4"
"13009215","3"
"13014414","1"
"13020166","0"
"13021674","0"
"13024977","8"
"13025527","-5"
"13027366","1"
"13028243","0"
"13028344","2"
"13028910","0"
"13037610","2"
"13038841","4"
"13040367","5"
"13041519","-2"
"13044729","0"
"13046787","0"
"13048647","0"
"13050206","1"
"13051619","1"
"13052047","11"
"13053431","0"
"13058977","5"
"13058981","0"
"13060120","3"
"13060344","2"
"13060712","1"
"13067753","0"
"13067974","1"
"13069368","1"
"13075003","3"
"13075326","0"
"13077308","0"
"13080248","0"
"13081254","0"
"13082526","2"
"13090176","71"
"13091484","0"
"13101968","2"
"13112944","0"
"13113670","-2"
"13121356","2"
"13121942","0"
"13122275","2"
"13122791","14"
"13124907","5"
"13128176","0"
"13129773","1"
"13131036","2"
"13133326","0"
"13139149","2"
"13140298","1"
"13146615","0"
"13147843","1"
"13147855","1"
"13149638","0"
"13150885","2"
"13151587","0"
"13152718","0"
"13154737","1"
"13155963","2"
"13159790","0"
"13161092","1"
"13167403","5"
"13168908","0"
"13168968","1"
"13171420","3"
"13172223","2"
"13172858","1"
"13173543","0"
"13182952","3"
"13185776","1"
"13185864","2"
"13186074","0"
"13186455","12"
"13188726","0"
"13196924","1"
"13197212","1"
"13204404","2"
"13204572","0"
"13219926","5"
"13228825","11"
"13229091","0"
"13230190","-2"
"13231070","1"
"13234738","0"
"13234991","1"
"13235544","0"
"13237494","1"
"13241489","4"
"13242742","0"
"13245615","0"
"13246416","0"
"13247304","0"
"13250766","10"
"13251106","0"
"13252352","1"
"13255389","6"
"13256410","1"
"13258331","-1"
"13259558","0"
"13260720","3"
"13264111","1"
"13265912","2"
"13274903","0"
"13275187","5"
"13276329","1"
"13276474","3"
"13277429","0"
"13279611","1"
"13281385","3"
"13282426","1"
"13282492","1"
"13283523","1"
"13284986","4"
"13287677","8"
"13292043","0"
"13293122","0"
"13294914","5"
"13299420","10"
"13303995","1"
"13304328","7"
"13307542","3"
"13310320","0"
"13313287","5"
"13318292","0"
"13320350","-7"
"13321759","0"
"13321993","0"
"13322903","0"
"13323184","1"
"13325125","8"
"13325705","1"
"13327625","-1"
"13331836","22"
"13341924","1"
"13342366","3"
"13342726","1"
"13343058","11"
"13344683","2"
"13356493","48"
"13360932","2"
"13361331","2"
"13362028","8"
"13362629","3"
"13362796","3"
"13369588","1"
"13369690","0"
"13369813","4"
"13371784","0"
"13373237","2"
"13375248","1"
"13376189","34"
"13378116","0"
"13378979","3"
"13381686","1"
"13384631","0"
"13385388","21"
"13389863","4"
"13392344","0"
"13397608","1"
"13398350","1"
"13402340","1"
"13403469","3"
"13409801","4"
"13413292","0"
"13413350","2"
"13416432","-4"
"13423891","1"
"13425669","0"
"13425971","0"
"13427155","2"
"13432317","0"
"13436467","19"
"13436885","-1"
"13440031","5"
"13443571","2"
"13445625","3"
"13452822","36"
"13453121","2"
"13461943","0"
"13467526","0"
"13468829","8"
"13469703","2"
"13471489","7"
"13472782","1"
"13473561","5"
"13473692","0"
"13485122","9"
"13487631","5"
"13491118","0"
"13491428","0"
"13492821","11"
"13495082","-1"
"13497355","0"
"13500515","1"
"13508516","1"
"13510376","0"
"13515204","3"
"13519335","3"
"13526980","3"
"13532626","1"
"13533578","0"
"13534022","0"
"13541968","2"
"13543672","0"
"13543811","0"
"13544209","2"
"13545400","0"
"13547367","4"
"13548656","4"
"13555810","1"
"13555962","6"
"13556262","0"
"13557551","1"
"13562737","-2"
"13563550","2"
"13563859","6"
"13564290","6"
"13564803","0"
"13565360","-3"
"13567494","0"
"13568840","1"
"13569038","0"
"13571681","2"
"13572673","6"
"13583110","0"
"13588382","0"
"13590942","3"
"13594492","1"
"13596016","2"
"13607317","2"
"13608127","0"
"13608286","1"
"13609042","2"
"13612199","0"
"13612343","6"
"13620752","2"
"13621137","0"
"13622319","4"
"13625780","1"
"13629657","0"
"13630915","0"
"13634217","2"
"13637622","1"
"13640454","0"
"13642591","0"
"13644525","3"
"13644557","3"
"13645768","0"
"13646014","0"
"13648199","1"
"13648602","0"
"13650169","2"
"13652842","1"
"13654271","7"
"13654583","2"
"13655941","-4"
"13656134","2"
"13657219","1"
"13659079","2"
"13659613","0"
"13662354","0"
"13662735","1"
"13664962","0"
"13665063","0"
"13670217","10"
"13671632","5"
"13681895","1"
"13684446","0"
"13687918","0"
"13688079","1"
"13690820","0"
"13694745","0"
"13699491","0"
"13700839","0"
"13703753","4"
"13705850","1"
"13708863","0"
"13714103","19"
"13715901","0"
"13717106","1"
"13718326","25"
"13719109","1"
"13722237","2"
"13723884","0"
"13727501","1"
"13729941","0"
"13737301","1"
"13744247","0"
"13745661","0"
"13747212","1"
"13749677","5"
"13750901","1"
"13756294","0"
"13758359","0"
"13758708","4"
"13768502","6"
"13772685","0"
"13773478","4"
"13778653","2"
"13786628","0"
"13798918","0"
"13806148","1"
"13807856","1"
"13821003","3"
"13821151","73"
"13822555","18"
"13824070","-1"
"13828755","1"
"13830211","0"
"13834602","3"
"13834723","-5"
"13841581","1"
"13842913","1"
"13843639","3"
"13844325","2"
"13846993","0"
"13852256","0"
"13855120","6"
"13855789","0"
"13856942","0"
"13858765","-1"
"13862339","3"
"13867918","0"
"13869585","2"
"13871367","1"
"13872590","0"
"13872947","5"
"13873447","0"
"13873781","0"
"13877703","0"
"13880451","0"
"13883325","1"
"13885071","7"
"13888657","5"
"13889093","0"
"13890876","1"
"13894157","0"
"13894818","2"
"13897449","-2"
"13898936","0"
"13903305","0"
"13903989","1"
"13907638","0"
"13915915","1"
"13916230","0"
"13918514","0"
"13919848","3"
"13924000","0"
"13926904","2"
"13928451","1"
"13933263","0"
"13937734","0"
"13939061","0"
"13940587","2"
"13944962","0"
"13947029","3"
"13947841","0"
"13949769","10"
"13953428","0"
"13953520","1"
"13957469","0"
"13957901","2"
"13958278","0"
"13958580","5"
"13959788","1"
"13963305","1"
"13963570","3"
"13965833","2"
"13966115","1"
"13973010","0"
"13975976","6"
"13978546","2"
"13979797","3"
"13983446","1"
"13985471","0"
"13987612","1"
"13990523","9"
"13991018","5"
"14004986","2"
"14005167","2"
"14007575","0"
"14008879","1"
"14012608","2"
"14015137","11"
"14020780","11"
"14024988","-2"
"14026768","9"
"14028628","0"
"14031115","0"
"14033588","7"
"14035642","-1"
"14037204","2"
"14038133","-1"
"14038260","0"
"14042568","0"
"14047941","1"
"14057454","0"
"14058789","21"
"14059579","2"
"14060252","1"
"14064445","0"
"14065214","1"
"14068151","1"
"14068765","1"
"14073339","1"
"14081745","3"
"14082444","1"
"14087148","0"
"14090919","0"
"14095259","2"
"14097249","3"
"14098668","1"
"14102132","3"
"14106271","0"
"14107880","1"
"14117984","0"
"14118586","1"
"14122894","12"
"14124497","6"
"14125341","2"
"14129271","8"
"14130310","24"
"14133267","0"
"14133411","1"
"14136841","11"
"14140037","0"
"14140196","0"
"14142001","4"
"14144714","2"
"14146203","2"
"14150250","4"
"14152621","1"
"14152897","0"
"14154980","1"
"14155189","1"
"14157187","1"
"14158153","1"
"14162492","2"
"14162951","3"
"14165450","3"
"14167665","4"
"14168703","37"
"14173354","1"
"14174486","0"
"14180753","4"
"14181976","9"
"14183278","1"
"14186369","2"
"14187355","-2"
"14193166","5"
"14196229","16"
"14196926","6"
"14203622","1"
"14204623","9"
"14208985","1"
"14209226","0"
"14213352","3"
"14217916","1"
"14219095","1"
"14219205","1"
"14219238","4"
"14219608","1"
"14220340","3"
"14228243","-2"
"14232958","2"
"14234484","0"
"14236479","6"
"14242501","1"
"14246623","0"
"14248680","0"
"14250265","0"
"14250354","1"
"14254443","2"
"14254833","0"
"14258719","3"
"14258751","0"
"14262271","22"
"14262915","0"
"14263663","0"
"14268833","1"
"14271470","1"
"14277378","-3"
"14290517","8"
"14291107","0"
"14291244","4"
"14291325","1"
"14291418","0"
"14291699","2"
"14293451","1"
"14294604","2"
"14296166","0"
"14296171","1"
"14297274","1"
"14298215","0"
"14302868","1"
"14304378","6"
"14306107","0"
"14307733","0"
"14307822","1"
"14308689","2"
"14309894","1"
"14317468","2"
"14317997","0"
"14319862","0"
"14327136","5"
"14328348","0"
"14328448","1"
"14333798","0"
"14334658","1"
"14335569","0"
"14337407","3"
"14341159","0"
"14343851","5"
"14346861","1"
"14348080","0"
"14348538","4"
"14349319","0"
"14352753","0"
"14354487","2"
"14358767","2"
"14362740","0"
"14365981","2"
"14369022","1"
"14371263","0"
"14371847","0"
"14374072","0"
"14380866","0"
"14382176","1"
"14382883","2"
"14383924","7"
"14383944","1"
"14384396","0"
"14389423","0"
"14389729","0"
"14391312","7"
"14392765","2"
"14394822","3"
"14400475","0"
"14407156","10"
"14409620","1"
"14412164","134"
"14413964","0"
"14414880","1"
"14421951","5"
"14426162","6"
"14426186","2"
"14430118","2"
"14430720","3"
"14431652","12"
"14435132","1"
"14436801","3"
"14441734","3"
"14442169","1"
"14445631","1"
"14449381","1"
"14450670","0"
"14456969","0"
"14457253","0"
"14458323","0"
"14458819","39"
"14462362","0"
"14462486","1"
"14466640","0"
"14468115","2"
"14469243","0"
"14471278","0"
"14471358","0"
"14471797","1"
"14474435","0"
"14475412","0"
"14480102","1"
"14482064","6"
"14488370","3"
"14493074","1"
"14495058","0"
"14495876","0"
"14497359","0"
"14497848","-1"
"14499473","0"
"14505995","3"
"14507021","3"
"14508568","-6"
"14512378","13"
"14514044","0"
"14515854","1"
"14516765","0"
"14517188","0"
"14521534","6"
"14527506","4"
"14533496","0"
"14543596","0"
"14545016","1"
"14546188","0"
"14546233","1"
"14548748","3"
"14558747","0"
"14560017","3"
"14563716","0"
"14563791","0"
"14565223","0"
"14567055","3"
"14567991","2"
"14568118","1"
"14573095","1"
"14573516","3"
"14580999","2"
"14581920","0"
"14583331","1"
"14583733","2"
"14589577","2"
"14595062","0"
"14600688","2"
"14601603","0"
"14602069","4"
"14603180","1"
"14605682","1"
"14606554","0"
"14606988","3"
"14614367","1"
"14615054","1"
"14615950","0"
"14616369","3"
"14617547","1"
"14620029","-2"
"14630315","0"
"14633678","2"
"14634416","0"
"14635189","1"
"14637328","4"
"14640514","0"
"14641131","7"
"14645376","1"
"14645859","1"
"14646373","1"
"14648859","2"
"14650862","4"
"14652864","1"
"14659622","0"
"14660548","1"
"14662214","0"
"14664147","0"
"14666658","26"
"14668481","3"
"14673640","1"
"14679197","1"
"14679922","1"
"14683730","-1"
"14689340","0"
"14691654","80"
"14693046","-1"
"14694270","1"
"14695601","0"
"14699156","1"
"14702329","0"
"14702833","0"
"14703549","7"
"14704153","2"
"14708804","1"
"14709286","0"
"14710837","2"
"14713200","1"
"14717339","1"
"14719788","13"
"14723226","26"
"14723930","0"
"14725673","2"
"14727755","-2"
"14729438","2"
"14729850","3"
"14730844","0"
"14732076","2"
"14733374","69"
"14739942","2"
"14740379","0"
"14741347","0"
"14748446","0"
"14748701","15"
"14754998","6"
"14758753","3"
"14758974","1"
"14762254","0"
"14762682","4"
"14770066","0"
"14770628","0"
"14773601","2"
"14779088","0"
"14780412","2"
"14782688","1"
"14784962","4"
"14785257","23"
"14787459","4"
"14788251","0"
"14788556","0"
"14791361","58"
"14795130","10"
"14795352","0"
"14797744","2"
"14798522","4"
"14799576","1"
"14801323","4"
"14802141","3"
"14805104","3"
"14808132","0"
"14811165","0"
"14814361","0"
"14815185","0"
"14816696","0"
"14817417","-1"
"14819304","3"
"14820530","0"
"14829374","1"
"14829782","9"
"14830433","14"
"14834261","6"
"14837255","2"
"14838087","1"
"14838123","3"
"14842419","1"
"14844607","3"
"14848914","0"
"14853639","0"
"14855541","5"
"14855894","2"
"14861973","1"
"14864202","-2"
"14869985","1"
"14870765","0"
"14873956","1"
"14875751","1"
"14878406","1"
"14879965","4"
"14882674","2"
"14887561","1"
"14888968","2"
"14891045","0"
"14898257","-1"
"14900387","0"
"14902230","1"
"14903808","0"
"14906574","0"
"14907013","1"
"14908666","0"
"14909340","0"
"14914550","4"
"14916004","1"
"14916707","0"
"14919656","1"
"14922564","5"
"14923502","-1"
"14925048","0"
"14927382","0"
"14931218","5"
"14932942","0"
"14934605","2"
"14935511","1"
"14944579","2"
"14945120","2"
"14952702","3"
"14956298","0"
"14957440","1"
"14958103","21"
"14961669","1"
"14961942","-3"
"14964459","0"
"14970033","0"
"14971563","2"
"14972346","1"
"14975000","1"
"14975911","1"
"14976091","1"
"14976192","0"
"14979313","5"
"14982262","2"
"14982917","7"
"14985813","4"
"14988530","1"
"14993357","0"
"14997546","-2"
"15000978","2"
"15001660","2"
"15002192","0"
"15004762","0"
"15004951","2"
"15006415","0"
"15006705","10"
"15007629","4"
"15008863","1"
"15018840","0"
"15019747","0"
"15020833","4"
"15024583","2"
"15027386","3"
"15030548","2"
"15032338","1"
"15034485","0"
"15037724","-1"
"15040964","49"
"15041820","5"
"15043348","0"
"15050191","2"
"15051507","1"
"15053373","0"
"15054826","3"
"15055060","0"
"15055162","0"
"15066932","2"
"15069151","6"
"15073868","1"
"15077372","1"
"15077572","2"
"15078910","0"
"15079308","-1"
"15094354","1"
